word,part_of_speech,category,meaning,question_id
same,ADJ,,Identical or alike,78541
sec,PROPN,unit of time,A unit of time,78541
start,VERB,Technical Term,Initiation of a race or competition,78541
such,ADJ,Organization name,A type of handshake/meet between racers,78541
time,NOUN,Technical Term,Duration of the race or a lap,78541
CANNOT,VERB,technical term,impossibility,42761
even,ADJ,technical term,number divisible by 2,42761
integer,NOUN,technical term,whole number,42761
odd,ADJ,technical term,number not divisible by 2,42761
follow,VERB,,,42761
decimal,ADJ,Technical Term,Number Representation,45337
repeat,NOUN,Technical Term,Repetition Pattern,45337
indefinitely,ADV,Technical Term,Continuous Process,45337
value,NOUN,Technical Term,Quantitative Measure,45337
digit,NOUN,technical term,Numeral within Decimal System,45337
0.00035,NUM,Technical Term,Specific decimal value,45337
3)(0.00035,NUM,GPE,,45337
number,NOUN,,quantity,8200
party,NOUN,Organization Name,Social gathering,8200
ratio,NOUN,Technical Term,proportion,8200
become,VERB,,,8200
gent,NOUN,Individual Name,,8200
lady,NOUN,Individual Name,,8200
leave,VERB,,,8200
many,ADJ,,,8200
originally,ADV,,,8200
people,NOUN,group of people,,8200
number,NOUN,technical term,Mathematical Concept,15831
divide,VERB,technical term,Mathematical Operation,15831
multiply,NOUN,technical term,Mathematical Operation,15831
answer,NOUN,organization name,Result of Calculation,15831
then,ADV,,Sequence Indicator,15831
6 &,NUM,MATHEMATICAL SYMBOL,Mathematical Constant,15831
no,NOUN,?,# unknown - needs word context from text to determine type or concept,15831
Lucy,PROPN,Individual Name,Person,13263
Sam,PROPN,Individual Name,Person,13263
age,NOUN,Technical Term,Measure of time elapsed since birth,13263
difference,NOUN,Technical Term,Discrepancy in numerical values,13263
sum,NOUN,Technical Term,Total value after adding quantities,13263
positive,ADJ,,Having a greater or more significant value; favorable,13263
following,NOUN,Technical Term,Subsequent items or events in a sequence,13263
old,ADJ,,,13263
represent,VERB,,,13263
then,ADV,,,13263
direction,NOUN,technical term,Orientation,92826
driver,NOUN,individual name,Operator of a train,92826
find,VERB,technical term,Calculate,92826
good,NOUN,organization name,Type of train,92826
long,ADJ,technical term,Measurement,92826
opposite,ADJ,technical term,Directional,92826
parallel,ADJ,technical term,Alignment,92826
pass,VERB,technical term,Overtake,92826
respectively,ADV,technical term,Sequence,92826
run,VERB,technical term,Move,92826
slow,ADJ,technical term,Rate of motion,92826
so,ADV,,To such an extent,92826
speed,NOUN,technical term,Rate of change in position over time,92826
take,VERB,,To require time for,92826
time,NOUN,technical term,Measurement of duration,92826
track,NOUN,technical term,Path for movement,92826
train,"VERB, NOUN",organization name,Collection of rail vehicles for transport,92826
minute,NOUN,TIME,UNIT OF TIME,1901
cistern,NOUN,TECHNICAL TERM,CONTAINING WATER,1901
many,ADJ,,QUANTITY,1901
alternate,ADJ,,,1901
fill,VERB,,,1901
find,VERB,,,1901
full,ADJ,,,1901
open,VERB,,,1901
pipe,NOUN,,,1901
full,ADJ,,,1901
respectively,ADV,technical term,Indicates order or sequence of events/actions,1901
additional,ADJ,,more people,26895
complete,VERB,,finished,26895
construct,VERB,,to build,26895
employ,VERB,,to hire,26895
house,NOUN,technical term,building,26895
man,NOUN,individual name,worker,26895
many,ADJ,,a large number,26895
8 hour,NUM,TIME,,26895
9 hour,NUM,TIME,,26895
day,NOUN,TIME,,26895
work,"VERB,NOUN",Technical Term,Construction Effort,26895
set,VERB,Organization Name,Group of Workers Assigned to a Task,26895
time,NOUN,Technical Term,Duration for Completion,26895
now,ADV,Technical Term,Present Time Frame,26895
4.00,NUM,MONEY,Payment,56787
40,NUM,MONEY,Earnings,56787
Jill,PROPN,PERSON,Individual,56787
average,VERB,,Calculate the typical amount,56787
cost,NOUN,,Expense,56787
diner,NOUN,ORGANIZATION NAME,Food service establishment,56787
earn,VERB,,Generate income,56787
hour,NOUN,TIME,Unit of time,56787
hourly,ADJ,TIME,Based on each hour,56787
local,ADJ,,In the nearby area,56787
order,NOUN,technical term,Food Items Requested at a Restaurant,56787
rate,NOUN,technical term,Percentage of Tip Given by Customer,56787
shift,NOUN,technical term,Period of Work at a Restaurant,56787
tip,NOUN,technical term,Customer's Payment Beyond the Invoice Amount,56787
wage,NOUN,technical term,Hourly Income Earned by a Server,56787
waitress,NOUN,individual name,Female Restaurant Employee Who Takes Orders and Serves Food,56787
much,ADJ,  ,,56787
serve,VERB,  ,,56787
standard,ADJ,  ,,56787
work,VERB,  ,,56787
boy,NOUN,Individual Name,A male child,29285
different,ADJ,,Not the same,29285
have,VERB,,To possess or own,29285
many,ADJ,,A large quantity,29285
select,VERB,,To choose  ,29285
shirt,NOUN,clothing,A garment worn on the upper body,29285
trouser,NOUN,clothing,A garment worn on the lower body,29285
way,NOUN,,A method or manner,29285
many,ADJ,organization name,a large number,46134
term,NOUN,technical term,a specific word or phrase with a specialized meaning in a particular field or subject matter,46134
there,ADV,organization name,in that place or position,46134
Jayant,PROPN,Individual Name,A Person's Name,57548
attempt,VERB,,To Make an Effort,57548
correctly,ADV,,In an Accurate Manner,57548
get,VERB,,To Receive or Acquire,57548
lose,VERB,,To Fail to Win or Maintain,57548
number,NOUN,MONEY,Quantity,57548
obtain,VERB,,To Acquire or Achieve,57548
right,ADJ,Technical Term,Correct answer,57548
sum,NOUN,Technical Term,Mathematical problem,57548
wrong,ADJ,Technical Term,Incorrect answer,57548
Democrats,PROPN,NORP,Political group,63741
Republicans,PROPN,NORP,Political group,63741
congress,PROPN,ORG,Legislative body,63741
expect,VERB,,Anticipate,63741
law,NOUN, ,Legislation,63741
member,NOUN, ,Constituent part,63741
new,ADJ,,Recent,63741
percent,NOUN, ,Measure of proportion,63741
rest,NOUN, ,Remaining portion,63741
vote,"NOUN, VERB", ,Decision-making process,63741
Rs.42,PROPN,Organization Name,Currency,48976
average,ADJ,Technical Term,Statistical Value,48976
be,VERB,Technical Term,Exist,48976
day,NOUN,Technical Term,Time Period,48976
diminish,VERB,Technical Term,Reduce,48976
expenditure,NOUN,Technical Term,Spending,48976
expense,NOUN,Technical Term,Cost,48976
find,VERB,Technical Term,Discover,48976
head,NOUN,Individual Name,Person,48976
hostel,NOUN,Organization Name,Residence Facility,48976
increase,"VERB, NOUN",technical term,"Change over time, often upwards",48976
mess,NOUN,organization name,Mess hall or place where food is prepared and eaten,48976
no,NOUN,technical term,"Quantity, amount,  number",48976
original,ADJ,technical term,"First, earliest form or value",48976
rs1,NOUN,technical term,Indian currency denomination,48976
student,NOUN,individual name,Person attending an educational institution,48976
denominator,NOUN,technical term,A part of a mathematical fraction represented by the bottom number.,15230
double,VERB,technical term,To multiply a numerical value by two.,15230
fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230
increase,NOUN,technical term,A rise or upward movement in value or quantity.,15230
numerator,NOUN,technical term,"The top number of a fraction, representing the part taken.",15230
percent,NOUN,technical term,A measure expressing a proportion out of one hundred.,15230
reflect,VERB,technical term,"To show or indicate something, typically as a consequence or result.",15230
result,VERB,technical term,The outcome or consequence of a process or action.,15230
triple,VERB,technical term,To multiply a numerical value by three.,15230
age,NOUN,technical term,Measurement of a person's lifespan,16288
average,ADJ,technical term,Mean value,16288
averageage,NOUN,technical term,An average of a set of values,16288
then,ADV,,Time reference,16288
weight,NOUN,technical term,Measure of heaviness,16288
bacteria,NOUN,technical term,Microscopic organisms,2271
colony,NOUN,technical term,A group of microorganisms living together,2271
day,NOUN,technical term,A unit of time in a 24-hour period,2271
double,VERB,,To increase by two times,2271
large,ADJ,,Extensive or of considerable size,2271
live,VERB,,To exist and function,2271
population,NOUN,technical term,The number of individuals within a specific group,2271
start,VERB,,To begin or commence,2271
average,NOUN,technical term,A calculated central value,68521
number,NOUN,technical term,Value or quantity,68521
prime,ADJ,technical term,A whole number greater than 1 that has only two divisors: 1 and itself,68521
Rs,PROPN,Organization Name,Currency Symbol -  Indian Rupee,27660
interest,NOUN,Technical Term,Financial Concept: Return or profit earned on investment,27660
year,NOUN,,Unit of Time: A period of 365 days,27660
many,ADJ,,,27660
produce,VERB,,,27660
same,ADJ,,,27660
bacteria,NOUN,technical term,microorganism,70084
colony,NOUN,technical term,group of bacteria,70084
day,NOUN,organization name,unit of time,70084
double,VERB,n/a,multiply by two,70084
live,VERB,n/a,exist and function,70084
population,NOUN,technical term,number of individuals in a group,70084
start,VERB,n/a,begin,70084
large,ADJ,technical term,Expresses a quantity or extent,70084
distance,NOUN,technical term,Travel space between points,154
current,NOUN,technical term,Flow of water,154
cover,VERB,Technical Term,Navigate or travel a distance,154
downstream,ADVERB,Technical Term,Moving in the direction of the current,154
float,VERB,Technical Term,Move passively on a liquid surface,154
3 hour,NUM,TIME,Duration,154
5 hour,NUM,TIME,Duration,154
Town A and Town B,PROPN,ORG,Locations,154
go,VERB,,Motion,154
long,ADV,,Extent,154
move,VERB,technical term,Motion,154
raft,NOUN,technical term,Watercraft,154
speed,NOUN,technical term,Velocity,154
steamer,NOUN,technical term,Vessel propulsion by steam,154
town,NOUN,organization name,Urban settlement,154
same,ADJ,,,154
take,VERB,,,154
upstream,ADV,,,154
Gain,NOUN,Technical Term,Financial Analysis,4650
Percent,NOUN,Technical Term,Mathematics,4650
Scooter,NOUN,Technical Term,Transportation,4650
John,PROPN,Individual Name,Person's name,4650
bike,NOUN,Technical Term,Two-wheeled vehicle,4650
Rs.,PROPN,"NORP, PERSON",Currency,4650
buy,VERB,,To acquire something,4650
repair,NOUN,,The act of fixing something,4650
sell,VERB,,To exchange something for money,4650
r,NOUN,,,4650
spend,VERB,Technical Term,Action of investing or using resources to achieve a goal.,4650
cost,NOUN,technical term,The amount spent to acquire or produce something.,21387
gross,ADJ,technical term,"Total profit before any deductions, including taxes. ",21387
percent,NOUN,technical term,A representation of a part of a whole as a fraction of the whole.,21387
price,NOUN,technical term,The amount of money asked for or given for something.,21387
profit,NOUN,technical term,The financial gain made from a transaction or activity.,21387
selling,NOUN,technical term, The act of selling goods or services.,21387
car,NOUN,technical term,Vehicle used for transportation,69205
contain,VERB,,Hold or accommodate something within,69205
convertible,NOUN,technical term,Motor vehicle with a retractable roof,69205
dealership,NOUN,,Business that sells vehicles,69205
minivan,NOUN,technical term,Vehicle designed to transport multiple passengers,69205
n and p,NOUN,organization name,Represents companies or organizations selling vehicles,69205
sedan,NOUN,technical term,Car with a four-door body style,69205
term,NOUN,,Phrase or expression with a specific meaning,69205
truck,NOUN,technical term,vehicle type,69205
bring,VERB,,Action: transporting something or someone to a location.,74795
cherry,NOUN,Organization Name,A type of fruit often used in treats.,74795
child,NOUN,Individual Name,Young human being.,74795
choose,VERB,,Making a selection from available options.,74795
different,ADJ,,Distinct from each other; not the same.,74795
door,NOUN,,Entranceway to a building or room.,74795
even,ADV,,Equally distributed or balanced.,74795
flavor,NOUN,Technical Term,"Sensory quality of something, often related to taste.",74795
freezer,NOUN,Technical Term,Appliance used for preserving food by lowering its temperature.,74795
get,VERB,,Acquire possession of something; receive.,74795
have,VERB,individual name,"person who owns cherry, orange ice pops",74795
ice,NOUN,technical term,frozen treat,74795
jealous,ADJ,,feeling of anger towards others having something desired,74795
lemon,NOUN,technical term,citrus fruit flavor,74795
make,VERB,,to bring about a desired outcome,74795
more,ADV,,a greater amount,74795
mother,NOUN,individual name,female parent of children,74795
orange,ADJ,technical term,citrus fruit flavor,74795
other,ADJ,,a contrasting member of a pair,74795
outside,ADV,,in an external location,74795
pop,NOUN,technical term,Frozen confection,74795
probability,NOUN,technical term,Likelihood of an event,74795
random,ADJ,,Without specific order or preference,74795
realize,VERB,,Become aware of something,74795
receive,VERB,,Get or be given something,74795
return,VERB,,Go back to a previous place or state,74795
run,VERB,,Move quickly on foot,74795
same,ADJ,,Identical or alike,74795
sure,ADJ,,Certain or confident,74795
treat,NOUN,technical term,Something given as a reward or incentive,74795
upset,ADJ,technical term,Emotional state induced by a perceived lack of fairness or equality.,74795
probability,NOUN,technical term,Measure of the likelihood of an event occurring,36175
couple,NOUN,individual name,Two people in a relationship,36175
boy,NOUN,Individual Name,Male child,36175
child,NOUN,Individual Name,Young human being,36175
decide,VERB,,To make a choice,36175
equally,ADV,,In a fair or balanced way,36175
exactly,ADV,,Precisely or accurately,36175
girl,NOUN,Individual Name,Female child,36175
have,VERB,,To possess or own,36175
likely,ADJ,, Probable,36175
succeed,VERB,Technical Term,Achieve a desired result or goal,36175
average,ADJ,technical term,speed or rate calculation,57382
car,NOUN,technical term,motor vehicle for transportation,57382
driver,NOUN,technical term,person operating a vehicle,57382
distance,NOUN,technical term,measurement of length between points,57382
hr,NOUN,technical term,unit of time for hours,57382
km,NOUN,technical term,unit of distance for kilometers,57382
apart,ADV,Technical Term,expressing distance,57382
cover,VERB,Technical Term,to travel a certain distance,57382
entire,ADJ,Technical Term,relating to whole,57382
hill,NOUN,Organization Name,a rural travel location,57382
plain,NOUN,organization name,Land,57382
return,NOUN,technical term,Opposite direction of travel,57382
same,ADJ,technical term,Equal in measurement,57382
speed,NOUN,technical term,Rate of movement,57382
station,NOUN,organization name,Roadside stop,57382
travel,VERB,technical term,Move from one place to another,57382
trip,NOUN,technical term,Journey,57382
downstream,ADJ,technical term,Direction of water flow relative to a current,46018
find,VERB,technical term,Calculate or determine a value,46018
man,NOUN,individual name,Person performing the rowing action,46018
rate,NOUN,technical term,Speed of motion or movement,46018
row,VERB,technical term,Propel a boat using oars,46018
still,ADV,technical term,Lacking movement or current,46018
upstream,ADV,technical term,Direction of water flow opposite to its current,46018
water,NOUN,technical term,Fluid medium for movement,46018
people,NOUN,individual name,Humans,4696
job,NOUN,technical term,Task,4696
fraction,NOUN,technical term,Part of a Whole,4696
certain,ADJ,,A specific but unspecified amount or degree,4696
complete,VERB,,To finish or bring to a successful conclusion,4696
individually,ADV,,Separately or alone,4696
low,ADJ,NULL,Of low level or quantity,4696
do,VERB,,To perform an action,4696
rate,NOUN,technical term,Measure of work efficiency,4696
respective,ADJ,,belonging to each individually,4696
respectively,ADV,,in the order mentioned,4696
together,ADV,,Combined as a unit,4696
work,VERB,,To perform labor or duties,4696
adjacent,ADJ,technical term,Proximity in relation to other sides,37772
angle,NOUN,technical term,Geometric figure formed by two intersecting lines,37772
cube,NOUN,technical term,3-dimensional geometric shape,37772
diagonal,NOUN,technical term,Line connecting opposite corners of a shape,37772
measure,NOUN,technical term,Quantitative assessment,37772
side,NOUN,technical term,Edge or boundary of a shape,37772
make,VERB,,,37772
divide,VERB,technical term,Mathematical operation,87169
integer,NOUN,technical term,Whole numbers,87169
many,ADJ, ,A large quantity,87169
positive,ADJ, ,Greater than zero,87169
remainder,NOUN,technical term,The amount left over after division,87169
there,ADV, ,In that place,87169
French,PROPN,NORP,Language,42615
German,PROPN,NORP,Language,42615
class,NOUN,Organizational Name,Grouping of students for education,42615
course,NOUN,Technical Term,Subject taught at a school or institution,42615
enrol,VERB,,To register for a class or program,42615
german,ADJ,NORP,Relating to the German language or people,42615
many,ADJ,,A large or considerable number,42615
student,NOUN,,A person attending a school or university,42615
take,VERB,,To choose or enroll in something,42615
amount,NOUN,technical term,financial value,16818
annum,ADJ,technical term,per year,16818
borrow,VERB,None,to take a loan,16818
have,VERB,None,to possess,16818
interest,NOUN,technical term,cost of borrowing money,16818
loan,NOUN,technical term,debt given with an agreement to repay,16818
man,NOUN,individual name,human being,16818
pay,VERB,None,to give money in return for goods or services,16818
principal,ADJ,technical term,original sum borrowed in a loan,16818
rate,NOUN,technical term,percentage of interest charged per period,16818
simple,ADJ,technical term,Mathematics,16818
take,VERB,,Obtain or receive,16818
consecutive,ADJ,technical term,Sequence of numbers with a constant difference,94386
divide,VERB,technical term,Break down into smaller parts,94386
sum,NOUN,technical term,Result of adding numbers together,94386
integer,NOUN,technical term,Whole number,94386
great,ADJ,technical term,Largest possible value within a given context,94386
always,ADV,,,94386
evenly,ADV,,,94386
activity,NOUN,Organization Name,Mathematical Problem or Game,18515
break,VERB,Technical Term,Division or Separation,18515
card,NOUN,Individual Name,Representation of Prime Number,18515
certain,ADJ,Technical Term,Definite or Specific,18515
contain,VERB,Technical Term,Hold or House within,18515
different,ADJ,Technical Term,Distinct or Unique,18515
distribute,VERB,Technical Term,Allocate or Spread Out,18515
envelop,NOUN,Technical Term,Container for Cards,18515
envelope,NOUN,Technical Term,Container for Cards,18515
find,VERB,Technical Term,Determine or Discover the Product,18515
go,VERB, , ,18515
have,VERB, , ,18515
high,ADJ, , ,18515
low,ADJ, , ,18515
many,ADJ, , ,18515
mathematical,ADJ,Technical Term,Related to mathematics,18515
number,NOUN,Technical Term,A quantity represented by digits or symbols,18515
order,NOUN, ,The sequence or arrangement of things,18515
prime,ADJ,Technical Term,A natural number greater than 1 that has no positive divisors other than 1 and itself,18515
process,NOUN, ,A series of actions or steps taken to achieve a particular end,18515
produce,VERB,Technical Term,To generate or create a result,18515
product,NOUN,Technical Term,The outcome or result of a process or calculation,18515
put,VERB,,To place something somewhere,18515
set,NOUN,Technical Term,"A collection of items or objects, often defined by a specific characteristic or purpose",18515
then,ADV,,Following a previous action or event,18515
way,NOUN,Technical Term,A method or approach to achieving something,18515
MESMERISE,PROPN,ORGANIZATION NAME,A company or organization that creates and sells puzzles based on the patterns in the word 'MESMERISE',50080
letter,NOUN,TECHNICAL TERM,An individual character within a word or sequence of characters,50080
number,NOUN,TECHNICAL TERM,A mathematical concept representing a quantity,50080
permutation,NOUN,TECHNICAL TERM,An arrangement of items in a particular order,50080
word,NOUN,TECHNICAL TERM,A sequence of letters that has meaning,50080
inclusive,ADJ,technical term,Describes a range that includes the endpoints,32585
number,NOUN,technical term,A mathematical concept representing quantity,32585
odd,ADJ,technical term,Not divisible evenly by 2,32585
sum,NOUN,technical term,The result of adding a set of numbers,32585
