lemma,word,part_of_speech,category,meaning,question_id,code
take,take,VERB,Technical Term,Medication Administration,85741,r008
minute,minutes,NOUN,TIME,Unit of Time,85741,r003
long,long,ADV,,,85741,r002
pill,pills,NOUN,Technical Term,Medication,85741,r005
run,run,VERB,,,85741,r007
follow,following,VERB,Technical Term,To be part of a sequence,14727,r005
CANNOT,CANNOT,PROPN,Technical Term,Possibility,14727,r001
true,true,ADJ,technical term,Correct or accurate,14727,r014
sum,sum,NOUN,technical term,Total obtained from addition,14727,r013
consecutive,consecutive,ADJ,Technical Term,Following in a series,14727,r004
integer,integers,NOUN,Technical Term,Whole number,14727,r007
i.,I.,NOUN,ORG,Option One,14727,r006
product,product,NOUN,technical term,Mathematical result of multiplication,14727,r011
integer,integers,NOUN,Technical Term,Whole number,14727,r007
positive,positive,ADJ,Technical Term,Valoration greater than zero,14727,r010
II,II,PROPN,Individual Name,Option Two,14727,r002
small,smallest,ADJ,Technical Term,Describes a physical quantity or characteristic relating to size relative to some scale or standard.,14727,r012
integer,integers,NOUN,Technical Term,Whole number,14727,r007
III,III,PROPN,Individual Name,Option Three,14727,r003
large,largest,ADJ,Technical Term,Size or amount,14727,r008
integer,integers,NOUN,Technical Term,Whole number,14727,r007
negative,negative,ADJ,Technical Term,Valoration less than zero,14727,r009
point,points,NOUN,technical term,a specific location in space,69576,r003
vertex,vertices,NOUN,technical term,a corner or angle of a polygon,69576,r007
certain,certain,ADJ,technical term,describing a quality or feature that is specific and definite,69576,r001
square,square,NOUN,technical term,a geometric shape with four equal sides and four right angles,69576,r006
follow,following,VERB, ,to adhere to or comply with something,69576,r002
point,points,NOUN,technical term,a specific location in space,69576,r003
same,same,ADJ, ,identical or alike in some way,69576,r005
quadrant,quadrant,NOUN,technical term,one of the four sections of a plane divided by two perpendicular lines,69576,r004
vertex,vertex,NOUN,technical term,a corner or angle of a polygon,69576,r007
square,square,NOUN,technical term,a geometric shape with four equal sides and four right angles,69576,r006
year,year,NOUN,Unit of time,Period of 365 days,36939,r020
Taylor,Taylor,PROPN,PERSON,Person attending carnival,36939,r001
go,goes,VERB,General Action,Travel to a location,36939,r008
same,same,ADJ,organization name,Carnival,36939,r013
carnival,carnival,NOUN,,"Event with games and activities, including basketball shooting",36939,r006
attempt,attempts,VERB,,Action of trying to shoot a basket,36939,r002
shoot,shoot,VERB,Action Verb,Attempt a throw with purpose,36939,r014
basketball,basketball,NOUN,,Type of ball used in the game,36939,r004
small,small,ADJ,technical term,Basketball hoop,36939,r015
hoop,hoop,NOUN,,Target for shooting the basketball,36939,r009
hope,hoping,VERB,,Desired outcome of successfully shooting baskets,36939,r010
win,win,VERB,Action Verb,"Achieve victory, Succeed in competition",36939,r019
tall,tall,ADJ,technical term,Teddy bear,36939,r016
teddy,teddy,PROPN,individual name,Prize,36939,r017
bear,bear,PROPN,Individual Name,Toy,36939,r005
Taylor,Taylor,PROPN,PERSON,Person attending carnival,36939,r001
make,make,VERB,Action Verb,"Achieve desired outcome, Succeed",36939,r011
basket,basket,NOUN,,Target in basketball game,36939,r003
Taylor,Taylor,PROPN,PERSON,Person attending carnival,36939,r001
make,makes,VERB,Action Verb,"Achieve desired outcome, Succeed",36939,r011
exactly,exactly,ADV,,Specific number of baskets,36939,r007
basket,basket,NOUN,,Target in basketball game,36939,r003
try,tries,NOUN,technical term,Attempt a basketball shot,36939,r018
car,car,NOUN,technical term,vehicle,77707,r001
move,moves,NOUN,technical term,change in position,77707,r004
hr,hr,NOUN,technical term,hour,77707,r002
speed,speed,NOUN,technical term,rate of motion,77707,r006
car,car,NOUN,technical term,vehicle,77707,r001
meter,meters,NOUN,technical term,unit of measurement,77707,r003
second,second,ADV,technical term,unit of time,77707,r005
person,persons,NOUN,individual name,Human being,30284,r008
go,went,VERB,,To travel or move,30284,r003
hotel,hotel,NOUN,organization name,Place of accommodation,30284,r004
take,taking,VERB,Action,To consume or receive,30284,r011
meal,meals,NOUN,,Food consumed in one sitting,30284,r005
spend,spent,VERB,,To use or expend money,30284,r010
r 12,Rs 12,NOUN,PRODUCT,Product identifier 'R 12',30284,r009
meal,meals,NOUN,,Food consumed in one sitting,30284,r005
spend,spent,VERB,,To use or expend money,30284,r010
more,more,ADJ,,A larger amount or degree,30284,r007
average,average,ADJ,technical term,Calculating average value,30284,r001
expenditure,expenditure,NOUN,,Cost or amount spent,30284,r002
total,total,ADJ,Technical Term,Summation of various values,30284,r012
money,money,NOUN,,Currency used for transactions,30284,r006
spend,spent,VERB,,To use or expend money,30284,r010
initially,Initially,ADV,Other,At the beginning,72282,r005
man,men,NOUN,individual name,male human being,72282,r007
woman,women,NOUN,individual name,Female human being,72282,r014
room,room,NOUN,general concept,Enclosed space,72282,r012
ratio,ratio,NOUN,technical term,Mathematical comparison of two quantities,72282,r011
then,Then,ADV,time,Indicates a sequence of events,72282,r013
man,men,NOUN,individual name,male human being,72282,r007
enter,entered,VERB,technical term,to join or come into a given space,72282,r004
room,room,NOUN,general concept,Enclosed space,72282,r012
woman,women,NOUN,individual name,Female human being,72282,r014
leave,left,VERB,technical term,to depart from a given space,72282,r006
room,room,NOUN,general concept,Enclosed space,72282,r012
then,Then,ADV,time,Indicates a sequence of events,72282,r013
number,number,NOUN,Technical Term,Quantity,72282,r010
woman,women,NOUN,individual name,Female human being,72282,r014
double,doubled,VERB,technical term,to increase by a factor of two,72282,r003
now,Now,ADV,Other,At this moment in time,72282,r009
be,are,VERB,Technical Term,Exist,72282,r001
man,men,NOUN,individual name,male human being,72282,r007
room,room,NOUN,general concept,Enclosed space,72282,r012
many,many,ADJ,Other,A large amount,72282,r008
woman,women,NOUN,individual name,Female human being,72282,r014
currently,currently,ADV,Other,At the present time,72282,r002
room,room,NOUN,general concept,Enclosed space,72282,r012
complete,complete,VERB,technical term,Finished,30265,r001
project,project,NOUN,,Task,30265,r004
complete,complete,VERB,technical term,Finished,30265,r001
same,same,ADJ,,Identical,30265,r006
project,project,NOUN,,Task,30265,r004
start,start,VERB,technical term,Begin,30265,r007
work,working,VERB,technical term,Labor,30265,r009
project,project,NOUN,,Task,30265,r004
together,together,ADV,,Simultaneously,30265,r008
quit,quits,NOUN,technical term,To cease,30265,r005
project,project,NOUN,,Task,30265,r004
complete,completed,VERB,technical term,Finished,30265,r001
many,many,ADJ,,A large quantity,30265,r003
day,days,NOUN,,Time,30265,r002
project,project,NOUN,,Task,30265,r004
complete,completed,VERB,technical term,Finished,30265,r001
timing,timing,NOUN,technical term,"The schedule or timeframe for events, particularly in education.",95704,r012
college,college,NOUN,ORGANIZATION NAME,Educational Institution,95704,r004
12 p.m,12 p.m,NUM,MONEY,Time,95704,r001
p.m.,p.m.,NOUN,TIME,Time of day,95704,r010
lecture,lectures,NOUN,EVENT,Classroom presentation,95704,r009
hold,held,VERB,,Retain or keep,95704,r008
give,given,VERB,,Provide or bestow,95704,r007
duration,duration,NOUN,TIME,Length of time,95704,r005
break,break,NOUN,EVENT,Pause in activity,95704,r003
5 minute,5 minutes,NUM,TIME,Duration,95704,r002
lecture,lecture,NOUN,EVENT,Classroom presentation,95704,r009
give,given,VERB,,Provide or bestow,95704,r007
student,students,NOUN,individual name,A person enrolled in a college or university.,95704,r011
find,Find,VERB,,Discover or ascertain,95704,r006
duration,duration,NOUN,TIME,Length of time,95704,r005
lecture,lecture,NOUN,EVENT,Classroom presentation,95704,r009
statue,statue,NOUN,technical term,Sculpture,94652,r011
carve,carved,VERB,technical term,Sculpture creation process,94652,r002
sculptor,sculptor,NOUN,individual name,Artist who creates sculptures,94652,r010
original,original,ADJ,Technical Term,Initial form of the sculpture,94652,r007
piece,piece,NOUN,Technical Term,Fragment or section of the sculpture,94652,r008
marble,marble,NOUN,Technical Term,A type of stone used in sculpting and construction.,94652,r006
weigh,weighed,VERB,,To determine the mass of something using a balance.,94652,r012
cut,cut,VERB,technical term,Sculpture refinement process,94652,r004
away,away,ADV,Other,Describes the direction or state of removal.,94652,r001
remainder,remainder,NOUN,technical term,Unsculpted portion of the marble,94652,r009
cut,cut,VERB,technical term,Sculpture refinement process,94652,r004
away,away,ADV,Other,Describes the direction or state of removal.,94652,r001
statue,statue,NOUN,technical term,Sculpture,94652,r011
complete,completed,VERB,technical term,Finishing a sculpture,94652,r003
remainder,remainder,NOUN,technical term,Unsculpted portion of the marble,94652,r009
cut,cut,VERB,technical term,Sculpture refinement process,94652,r004
away,away,ADV,Other,Describes the direction or state of removal.,94652,r001
weight,weight,NOUN,technical term,Force of gravity acting on an object's mass.,94652,r013
final,final,ADJ,Technical term,Completed state of the sculpture,94652,r005
statue,statue,NOUN,technical term,Sculpture,94652,r011
positive,positive,ADJ,technical term,greater than zero,93830,r005
integer,integer,NOUN,technical term,whole number,93830,r004
great,greater,ADJ,individual name,referring to size or extent,93830,r003
positive,positive,ADJ,technical term,greater than zero,93830,r005
integer,integer,NOUN,technical term,whole number,93830,r004
difference,difference,NOUN,technical term,calculation involving subtraction,93830,r002
cube,cubes,NOUN,technical term,math operation,93830,r001
sum,sum,NOUN,technical term,calculation involving addition,93830,r006
solution,solution,NOUN,Technical Term,A homogeneous mixture of two or more substances,48338,r005
sugar,sugar,NOUN,Technical Term,"A sweet, crystalline substance used as a food additive",48338,r006
water,water,NOUN,Technical Term,"A transparent, odorless liquid essential for life",48338,r007
sugar,sugar,NOUN,Technical Term,"A sweet, crystalline substance used as a food additive",48338,r006
much,much,ADJ,Quantity,A large amount,48338,r004
water,water,NOUN,Technical Term,"A transparent, odorless liquid essential for life",48338,r007
milliliter,milliliters,NOUN,Technical Term,A unit of volume,48338,r003
add,added,VERB,Action,To incorporate or increase a quantity,48338,r001
make,make,VERB,Action,To create or produce something,48338,r002
solution,solution,NOUN,Technical Term,A homogeneous mixture of two or more substances,48338,r005
sugar,sugar,NOUN,Technical Term,"A sweet, crystalline substance used as a food additive",48338,r006
coin,coin,NOUN,technical term,Currency,86193,r001
flip,flipped,VERB,technical term,To toss a coin,86193,r002
probability,probability,NOUN,technical term,Chance or likelihood,86193,r005
coin,coin,NOUN,technical term,Currency,86193,r001
land,land,VERB,technical term,The result of a coin flip,86193,r003
tail,tails,NOUN,technical term,Side of a coin that results in tails,86193,r006
coin,coin,NOUN,technical term,Currency,86193,r001
flip,flipped,VERB,technical term,To toss a coin,86193,r002
time,times,NOUN,technical term,Duration or unit of measurement,86193,r007
probability,probability,NOUN,technical term,Chance or likelihood,86193,r005
land,land,VERB,technical term,The result of a coin flip,86193,r003
tail,tails,NOUN,technical term,Side of a coin that results in tails,86193,r006
flip,flips,NOUN,technical term,To toss a coin,86193,r002
last,last,ADJ,Technical Term,Referring to the final part or element in a sequence.,86193,r004
flip,flips,NOUN,technical term,To toss a coin,86193,r002
rectangular,rectangular,ADJ,technical term,Having four right angles and opposite sides equal in length,78536,r010
floor,floor,NOUN,organization name,Surface area designed for walking or standing,78536,r006
measure,measures,VERB,technical term,To gauge the dimensions of something,78536,r007
cover,covered,VERB,technical term,To completely fill the surface of something ,78536,r005
carpet,carpet,NOUN,technical term,Floor covering material,78536,r003
square,squares,VERB,technical term,Unit of area,78536,r011
measure,measure,NOUN,technical term,To gauge the dimensions of something,78536,r007
carpet,carpet,NOUN,technical term,Floor covering material,78536,r003
square,squares,NOUN,technical term,Unit of area,78536,r011
cost,cost,VERB,technical term,Price of an item,78536,r004
24,24,NUM,MONEY,Cost of the carpet squares per piece,78536,r001
apiece,apiece,ADV,TECHNICAL TERM,Describes the cost per individual unit of something,78536,r002
total,total,ADJ,organization name,Summation of all values,78536,r012
cost,cost,NOUN,technical term,Price of an item,78536,r004
number,number,NOUN,technical term,Amount,78536,r009
carpet,carpet,NOUN,technical term,Floor covering material,78536,r003
square,squares,NOUN,technical term,Unit of area,78536,r011
need,needed,VERB,TECHNICAL TERM,Expresses a requirement for covering the floor with carpet squares,78536,r008
cover,cover,VERB,technical term,To completely fill the surface of something ,78536,r005
floor,floor,NOUN,organization name,Surface area designed for walking or standing,78536,r006
people,people,NOUN,individual name,Collective term for human beings,66930,r005
there,there,ADV,multiple possible,"presence, existence",66930,r009
shake,shaking,VERB,technical term,Action of shaking hands,66930,r008
hand,hands,NOUN,technical term,Gestures of greeting or communication,66930,r002
together,together,ADV,,In a collective manner,66930,r010
many,many,ADJ,multiple possible,"quantity, abundance",66930,r003
hand,hand,NOUN,technical term,Gestures of greeting or communication,66930,r002
shake,shakes,VERB,technical term,Action of shaking hands,66930,r008
possible,possible,ADJ,Technical Term,"likelihood, probability",66930,r006
pair,pair,NOUN,technical term,A group of two,66930,r004
cyclic,cyclic,ADJ,technical term,Refers to a repeating pattern or cycle,66930,r001
sequence,sequence,NOUN,technical term,An ordered series of events or items,66930,r007
bag,bag,NOUN,organization name,Container holding money,5418,r001
fill,filled,VERB,technical term,Action of putting something inside a container until it is full,5418,r004
penny,pennies,NOUN,technical term,A particular type of coin,5418,r008
nickel,nickels,NOUN,technical term,A particular type of coin,5418,r006
ratio,ratio,NOUN,technical term,Relationship between quantities,5418,r009
be,are,VERB,technical term,State of existence,5418,r002
nickle,nickles,NOUN,organization name,"Error: A spelling error, should be 'nickel'",5418,r007
bag,bag,NOUN,organization name,Container holding money,5418,r001
many,many,ADJ,organization name,Large quantity,5418,r005
coin,coins,NOUN,technical term,Currency,5418,r003
there,there,ADV,organization name,Location,5418,r010
bag,bag,NOUN,organization name,Container holding money,5418,r001
person,persons,NOUN,individual name,human being,16576,r008
start,start,VERB,,Initiation of Movement,16576,r014
run,running,VERB,,move fast,16576,r010
simultaneously,simultaneously,ADV,,Concurrent Action,16576,r012
circular,circular,ADJ,technical term,shape,16576,r001
track,track,NOUN,Technical Term,Path of Movement,16576,r016
length,length,NOUN,technical term,distance,16576,r004
same,same,ADJ,Technical Term,Point of Reference for Movement,16576,r011
point,point,NOUN,,location,16576,r009
speed,speeds,NOUN,Technical Term,Rate of Motion,16576,r013
hr,hr,NOUN,technical term,unit of speed,16576,r003
hr,hr,NOUN,technical term,unit of speed,16576,r003
meet,meet,VERB,,encounter,16576,r005
time,time,NOUN,Technical Term,Measure of Duration,16576,r015
track,track,NOUN,Technical Term,Path of Movement,16576,r016
move,moving,VERB,,change position,16576,r006
opposite,opposite,ADJ,,contrary,16576,r007
direction,directions,NOUN,technical term,course,16576,r002
evaluate,Evaluate,VERB,technical term,To assess or determine the value of something,73670,r002
combination,combination,NOUN,technical term,A grouping of elements,73670,r001
length,length,NOUN,,Linear extent,59278,r005
bridge,bridge,NOUN,technical term,Architectural structure,59278,r002
train,train,NOUN,technical term,Locomotive with carriages,59278,r007
long,long,ADJ,,Extendable,59278,r006
travel,travelling,VERB,,Move from one place to another,59278,r008
hr,hr,NOUN,,Units of time,59278,r004
cross,cross,VERB,,Traverse,59278,r003
people,people,NOUN,individual name,Refers to a human being,61759,r002
take,took,VERB,,To complete or perform,61759,r007
test,tests,NOUN,technical term,A measure of performance or ability,61759,r008
range,ranges,NOUN,technical term,Spread or difference in values,61759,r005
score,scores,NOUN,technical term,result of a performance assessment,61759,r006
practice,practice,NOUN,technical term,Act of repeated exercises,61759,r004
test,tests,NOUN,technical term,A measure of performance or ability,61759,r008
minimum,minimum,ADJ,technical term,Lowest value,61759,r001
possible,possible,ADJ,technical term,Can occur or be achieved,61759,r003
range,range,NOUN,technical term,Spread or difference in values,61759,r005
score,scores,NOUN,technical term,result of a performance assessment,61759,r006
Ron,Ron,PROPN,PERSON,Individual,37815,r003
have,has,VERB,,,37815,r005
cycle,cycle,NOUN,technical term,Bicycles,37815,r004
worth,worth,ADJ,technical term,Value,37815,r010
want,wants,VERB,,,37815,r009
sell,sell,VERB,,,37815,r008
cycle,cycles,NOUN,technical term,Bicycles,37815,r004
sell,selling,VERB,,,37815,r008
population,population,NOUN,Technical Term,Total number of individuals in a given area or group,581,r008
certain,certain,ADJ,Individual Name,Specific country,581,r002
country,country,NOUN,Organization Name,Geographic region with defined borders and governance,581,r003
increase,increases,VERB,Technical Term,Change in quantity or magnitude over time,581,r005
rate,rate,NOUN,Technical Term,Measure of speed or frequency,581,r009
person,person,NOUN,Individual Name,Member of population,581,r007
every 40 second,every 40 seconds,DET,TIME,Frequency of increase,581,r004
many,many,ADJ,,,581,r006
person,persons,NOUN,Individual Name,Member of population,581,r007
population,population,NOUN,Technical Term,Total number of individuals in a given area or group,581,r008
increase,increase,NOUN,Technical Term,Change in quantity or magnitude over time,581,r005
colony,colony,NOUN,organization name,Group of people living together in a particular place,50449,r001
resident,residents,NOUN,individual name,Someone who lives in a particular place,50449,r008
ratio,ratio,NOUN,technical term,A comparison of two or more quantities,50449,r007
number,number,NOUN,technical term,A quantity or amount of something,50449,r005
man,men,NOUN,individual name,A male human being,50449,r004
woman,women,NOUN,Individual Name,A female person within a social context.,50449,r011
woman,women,NOUN,Individual Name,A female person within a social context.,50449,r011
ratio,ratio,NOUN,technical term,A comparison of two or more quantities,50449,r007
educate,educated,VERB,,To teach someone or to provide knowledge,50449,r002
uneducated,uneducated,ADJ,,Lacking education or knowledge,50449,r010
ratio,ratio,NOUN,technical term,A comparison of two or more quantities,50449,r007
number,number,NOUN,technical term,A quantity or amount of something,50449,r005
educate,educated,VERB,,To teach someone or to provide knowledge,50449,r002
uneducated,uneducated,ADJ,,Lacking education or knowledge,50449,r010
person,persons,NOUN,individual name,Any human being,50449,r006
then,then,ADV,,At that time or subsequently,50449,r009
find,find,VERB,,To discover something or solve a problem,50449,r003
ratio,ratio,NOUN,technical term,A comparison of two or more quantities,50449,r007
number,number,NOUN,technical term,A quantity or amount of something,50449,r005
educate,educated,VERB,,To teach someone or to provide knowledge,50449,r002
uneducated,uneducated,ADJ,,Lacking education or knowledge,50449,r010
man,men,NOUN,individual name,A male human being,50449,r004
colony,colony,NOUN,organization name,Group of people living together in a particular place,50449,r001
certain,certain,ADJ,Technical Term,Describes a specific characteristic of visual range,88412,r001
telescope,telescope,NOUN,Technical Term,Device used to enhance the visual range,88412,r007
increase,increases,VERB,Technical Term,Action related to modifying the visual range,88412,r002
visual,visual,ADJ,Technical Term,Pertaining to the sense of sight and its capabilities,88412,r009
range,range,NOUN,Technical Term,Measured extent of visual capabilities,88412,r006
particular,particular,ADJ,technical term,specifying a specific location or situation,88412,r004
location,location,NOUN,Technical Term,Represents a specific point where the visual range is measured,88412,r003
percent,percent,NOUN,Technical Term,Unit of measurement for the increase in visual range,88412,r005
visual,visual,ADJ,Technical Term,Pertaining to the sense of sight and its capabilities,88412,r009
range,range,NOUN,Technical Term,Measured extent of visual capabilities,88412,r006
increase,increased,VERB,Technical Term,Action related to modifying the visual range,88412,r002
use,using,VERB,Technical Term,Action of employing the telescope to modify the visual range,88412,r008
telescope,telescope,NOUN,Technical Term,Device used to enhance the visual range,88412,r007
average,average,NOUN,technical term,A measure of central tendency.,76766,r001
integer,integers,NOUN,technical term,A whole number.,76766,r003
none,none,NOUN,,,76766,r005
integer,integers,NOUN,technical term,A whole number.,76766,r003
great,greater,ADJ,,,76766,r002
average,average,NOUN,technical term,A measure of central tendency.,76766,r001
integer,integers,NOUN,technical term,A whole number.,76766,r003
least,least,ADJ,,,76766,r004
possible,possible,ADJ,,,76766,r007
value,value,NOUN,technical term,A quantity or quantity measure.,76766,r008
other,other,ADJ,,,76766,r006
integer,integers,NOUN,technical term,A whole number.,76766,r003
find,Find,VERB,action,To determine or locate something.,95459,r003
circumference,circumference,NOUN,technical term,The distance around a circle.,95459,r002
area,area,NOUN,technical term,A two-dimensional extent.,95459,r001
radius,radius,PROPN,technical term,The distance from the center of a circle to its edge.,95459,r004
orange,oranges,NOUN,Technical Term,Citrus fruit,68778,r006
contain,contained,VERB,,To hold or comprise something,68778,r002
water,water,NOUN,Technical Term,Transparent liquid essential for life,68778,r007
concentration,concentration,NOUN,Technical Term,Percentage of a substance in a mixture,68778,r001
water,water,NOUN,Technical Term,Transparent liquid essential for life,68778,r007
decrease,decreased,VERB,,To reduce in amount or size,68778,r003
new,new,ADJ,,Novel or recent,68778,r005
weight,weight,NOUN,Technical Term,Measure of heaviness,68778,r008
orange,oranges,NOUN,Technical Term,Citrus fruit,68778,r006
kilogram,kilograms,NOUN,Technical Term,Unit of mass,68778,r004
Dexter,Dexter,PROPN,PERSON,A person competing in a race.,78541,r001
Prexter,Prexter,PROPN,GPE,A person competing in a race against Dexter.,78541,r002
compete,competing,VERB,,To engage in a contest or rivalry.,78541,r004
other,other,ADJ,,Different from the one being considered,78541,r016
friendly,friendly,ADJ,,Characterized by goodnatured rivalry and respect.,78541,r008
community,community,NOUN,Organization Name,A group of people involved in a competition.,78541,r003
competition,competition,NOUN,Organization Name,A formal contest between individuals or teams.,78541,r005
pool,pool,NOUN,,An enclosed body of water for swimming or recreation,78541,r017
length,length,NOUN,technical term,Measurement of size or extent,78541,r011
race,race,NOUN,,A competition where participants travel a certain distance as fast as possible,78541,r018
m. Dexter,m. Dexter,NOUN,PERSON,A person competing in a race,78541,r012
cross,crosses,VERB,,To move past an opponent or reach a designated point in a race.,78541,r006
min,min,NOUN,technical term,A unit of time,78541,r015
Prexter,Prexter,PROPN,GPE,A person competing in a race against Dexter.,78541,r002
min,min,NOUN,technical term,A unit of time,78541,r015
sec,sec,PROPN,ORG,A unit of time,78541,r020
time,time,NOUN,Technical Term,Duration of the race or a lap,78541,r023
meet,meet,VERB,,To come together at a shared location,78541,r014
cross,cross,VERB,,To move past an opponent or reach a designated point in a race.,78541,r006
other,other,ADJ,,Different from the one being considered,78541,r016
handshake,handshake,VERB,,A gesture of greeting or agreement performed by shaking hands.,78541,r009
many,many,ADJ,,A large quantity or number,78541,r013
such,such,ADJ,Organization name,A type of handshake/meet between racers,78541,r022
handshake,handshake,NOUN,,A gesture of greeting or agreement performed by shaking hands.,78541,r009
happen,happen,VERB,,To occur or take place.,78541,r010
start,start,VERB,Technical Term,Initiation of a race or competition,78541,r021
same,same,ADJ,,Identical or alike,78541,r019
end,end,NOUN,,The termination point of a race.,78541,r007
same,same,ADJ,,Identical or alike,78541,r019
time,time,NOUN,Technical Term,Duration of the race or a lap,78541,r023
odd,odd,ADJ,technical term,number not divisible by 2,42761,r005
integer,integer,NOUN,technical term,whole number,42761,r004
even,even,ADV,technical term,number divisible by 2,42761,r002
integer,integers,NOUN,technical term,whole number,42761,r004
follow,following,VERB,,,42761,r003
CANNOT,CANNOT,PROPN,technical term,impossibility,42761,r001
integer,integer,NOUN,technical term,whole number,42761,r004
digit,digits,NOUN,technical term,Numeral within Decimal System,45337,r004
decimal,decimal,ADJ,Technical Term,Number Representation,45337,r003
0.00035,0.00035,NUM,GPE,Specific decimal value,45337,r001
repeat,repeat,NOUN,Technical Term,Repetition Pattern,45337,r006
indefinitely,indefinitely,ADV,Technical Term,Continuous Process,45337,r005
value,value,NOUN,Technical Term,Quantitative Measure,45337,r007
3)(0.00035,3)(0.00035,NUM,GPE,,45337,r002
ratio,ratio,NOUN,Technical Term,proportion,8200,r010
number,number,NOUN,,quantity,8200,r006
lady,ladies,NOUN,Individual Name,,8200,r003
gent,gents,NOUN,Individual Name,,8200,r002
party,party,NOUN,Organization Name,Social gathering,8200,r008
lady,ladies,NOUN,Individual Name,,8200,r003
gent,gents,NOUN,Individual Name,,8200,r002
leave,left,VERB,,,8200,r004
ratio,ratio,NOUN,Technical Term,proportion,8200,r010
become,became,VERB,,,8200,r001
many,many,ADJ,,,8200,r005
people,people,NOUN,group of people,,8200,r009
party,party,NOUN,Organization Name,Social gathering,8200,r008
originally,originally,ADV,,,8200,r007
number,number,NOUN,technical term,Mathematical Concept,15831,r006
divide,divided,VERB,technical term,Mathematical Operation,15831,r003
6 &,6 &,NUM,MONEY,Mathematical Constant,15831,r001
then,then,ADV,,Sequence Indicator,15831,r007
multiply,multiply,NOUN,technical term,Mathematical Operation,15831,r004
answer,answer,NOUN,organization name,Result of Calculation,15831,r002
no,no,NOUN,?,# unknown - needs word context from text to determine type or concept,15831,r005
positive,positive,ADJ,,Having a greater or more significant value; favorable,13263,r007
difference,difference,NOUN,Technical Term,Discrepancy in numerical values,13263,r004
Sam,Sam,PROPN,PERSON,Person,13263,r002
Lucy,Lucy,PROPN,PERSON,Person,13263,r001
age,ages,NOUN,Technical Term,Measure of time elapsed since birth,13263,r003
sum,sum,NOUN,Technical Term,Total value after adding quantities,13263,r009
age,ages,NOUN,Technical Term,Measure of time elapsed since birth,13263,r003
Lucy,Lucy,PROPN,PERSON,Person,13263,r001
old,older,ADJ,,,13263,r006
Sam,Sam,PROPN,PERSON,Person,13263,r002
then,then,ADV,,,13263,r010
following,following,NOUN,Technical Term,Subsequent items or events in a sequence,13263,r005
represent,represents,VERB,,,13263,r008
Lucy,Lucy,PROPN,PERSON,Person,13263,r001
age,age,NOUN,Technical Term,Measure of time elapsed since birth,13263,r003
good,goods,NOUN,organization name,Type of train,92826,r004
train,train,VERB,organization name,Collection of rail vehicles for transport,92826,r017
long,long,ADJ,technical term,Measurement,92826,r005
run,running,VERB,technical term,Move,92826,r010
opposite,opposite,ADJ,technical term,Directional,92826,r006
direction,directions,NOUN,technical term,Orientation,92826,r001
so,so,ADV,,To such an extent,92826,r012
parallel,parallel,ADJ,technical term,Alignment,92826,r007
track,tracks,NOUN,technical term,Path for movement,92826,r016
speed,speeds,NOUN,technical term,Rate of change in position over time,92826,r013
respectively,respectively,ADV,technical term,Sequence,92826,r009
find,Find,VERB,technical term,Calculate,92826,r003
time,time,NOUN,technical term,Measurement of duration,92826,r015
take,taken,VERB,,To require time for,92826,r014
slow,slower,ADJ,technical term,Rate of motion,92826,r011
train,train,NOUN,organization name,Collection of rail vehicles for transport,92826,r017
pass,pass,VERB,technical term,Overtake,92826,r008
driver,driver,NOUN,individual name,Operator of a train,92826,r002
pipe,Pipes,NOUN,,,1901,r010
fill,fill,VERB,,,1901,r004
cistern,cistern,NOUN,TECHNICAL TERM,CONTAINING WATER,1901,r003
respectively,respectively,ADV,technical term,Indicates order or sequence of events/actions,1901,r011
open,opened,VERB,,,1901,r009
alternate,alternate,ADJ,,,1901,r002
minute,minutes,NOUN,TIME,UNIT OF TIME,1901,r008
find,Find,VERB,,,1901,r005
many,many,ADJ,,QUANTITY,1901,r007
minute,minutes,NOUN,TIME,UNIT OF TIME,1901,r008
cistern,cistern,NOUN,TECHNICAL TERM,CONTAINING WATER,1901,r003
full,full,ADJ,,,1901,r006
full,full,ADJ,,,1901,r006
house,house,NOUN,technical term,building,26895,r008
construct,constructed,VERB,,to build,26895,r005
man,men,NOUN,individual name,worker,26895,r009
set,set,VERB,Organization Name,Group of Workers Assigned to a Task,26895,r012
work,work,VERB,Technical Term,Construction Effort,26895,r014
work,working,VERB,Technical Term,Construction Effort,26895,r014
8 hour,8 hours,NUM,TIME,,26895,r001
day,day,NOUN,TIME,,26895,r006
work,work,NOUN,Technical Term,Construction Effort,26895,r014
complete,completed,VERB,,finished,26895,r004
many,many,ADJ,,a large number,26895,r010
additional,additional,ADJ,,more people,26895,r003
man,men,NOUN,individual name,worker,26895,r009
employ,employed,VERB,,to hire,26895,r007
work,work,NOUN,Technical Term,Construction Effort,26895,r014
complete,completed,VERB,,finished,26895,r004
time,time,NOUN,Technical Term,Duration for Completion,26895,r013
man,man,NOUN,individual name,worker,26895,r009
now,now,ADV,Technical Term,Present Time Frame,26895,r011
work,working,VERB,Technical Term,Construction Effort,26895,r014
9 hour,9 hours,NUM,TIME,,26895,r002
day,day,NOUN,TIME,,26895,r006
Jill,Jill,PROPN,PERSON,Individual,56787,r003
work,works,VERB,  ,,56787,r020
waitress,waitress,NOUN,individual name,Female Restaurant Employee Who Takes Orders and Serves Food,56787,r019
local,local,ADJ,,In the nearby area,56787,r010
diner,diner,NOUN,ORGANIZATION NAME,Food service establishment,56787,r006
earn,earns,VERB,,Generate income,56787,r007
