lemma,word,part_of_speech,category,meaning,question_id,code
red,red,NOUN,technical term,color,69576,r031
seem,seems,VERB,technical term,appear to be,69576,r033
c,c,NOUN,Technical Term,Variable representing a coordinate on the x-axis,69576,r014
c,c,NOUN,,,69576,r014
anegativenumber,anegativenumber,PROPN,,,69576,r012
d,d,PROPN,Technical Term,Variable representing a coordinate on the y-axis,69576,r016
d,d,PROPN,,,69576,r016
positive,positive,ADJ,Other,Expressing positivity or favorable quality.,69576,r028
number,number,NOUN,Technical Term,A mathematical concept representing quantity.,69576,r023
mean,means,VERB,Other,To calculate or understand the average or central tendency.,69576,r021
Vertex #1,Vertex #1,PROPN,GPE,Designated first vertex point,69576,r010
c,c,PROPN,Technical Term,Variable representing a coordinate on the x-axis,69576,r014
c,c,PROPN,,,69576,r014
QII,QII,PROPN,ORG,Quadrant II,69576,r006
that,that,ADV,technical term,indicating location or position,69576,r035
negative,negative,ADJ,Other,Expressing a lack of positivity or favorable quality.,69576,r022
x,x,PROPN,technical term,coordinate axis,69576,r038
positive,positive,ADJ,Other,Expressing positivity or favorable quality.,69576,r028
y,y,PROPN,Individual Name, A person's name,69576,r041
Vertex,Vertex,PROPN,GPE,Corner point of a shape.,69576,r009
c,c,PROPN,Technical Term,Variable representing a coordinate on the x-axis,69576,r014
c,c,PROPN,,,69576,r014
QIII,QIII,PROPN,Org,Quadrant III,69576,r007
is,is,ADV,,,69576,r018
xy,xy,PROPN,technical term,system of coordinates,69576,r039
negative,negative,ADJ,Other,Expressing a lack of positivity or favorable quality.,69576,r022
QIV,QIV,PROPN,PERSON,Quadrant IV,69576,r008
y,y,PROPN,Individual Name, A person's name,69576,r041
negative,negative,ADJ,Other,Expressing a lack of positivity or favorable quality.,69576,r022
x,x,NOUN,technical term,coordinate axis,69576,r038
positive,positive,ADJ,Other,Expressing positivity or favorable quality.,69576,r028
mean,means,VERB,Other,To calculate or understand the average or central tendency.,69576,r021
last,last,ADJ,,,69576,r019
vertex,vertex,NOUN,technical term,corner of a polygon,69576,r037
quadrant,quadrant,NOUN,Technical Term,One of the four regions divided by the x and y axes on a coordinate plane.,69576,r029
only,only,ADJ,Other,Limited to one or alone.,69576,r024
quadrant,quadrant,NOUN,Technical Term,One of the four regions divided by the x and y axes on a coordinate plane.,69576,r029
point,point,NOUN,Technical Term,A specific location in space; a coordinate on a graph.,69576,r027
answer,answer,VERB,,,69576,r013
E.,E.,PROPN,Individual Name,"An option or answer choice indicating (5,3).",69576,r004
probability,Probability,NOUN,technical term,Chance,36939,r017
basket,basket,NOUN,Technical Term,Container,36939,r008
=,=,PROPN,Organization Name,Equation,36939,r002
probability,Probability,NOUN,technical term,Chance,36939,r017
basket,basket,NOUN,Technical Term,Container,36939,r008
=,=,PROPN,Organization Name,Equation,36939,r002
require,Required,VERB,,Need,36939,r018
*,*,NOUN,Technical Term,Multiplication,36939,r001
^,^,NOUN,Technical Term,Exponentiation,36939,r005
A,A,PROPN,Individual Name,Correct answer,36939,r003
answer,answer,NOUN,Technical Term,Solution,36939,r006
explanation,Explanation,NOUN,concept,description,77707,r006
Speed=(102∗5/18)m,Speed=(102∗5/18)m,PROPN,technical term,velocity calculation,77707,r004
sec,sec,PROPN,ORG,"Second, a unit of time",77707,r012
=,=,PROPN,numerical operator,equality,77707,r003
85/3,85/3,PROPN,numerical value,measurement,77707,r002
m,m,PROPN,unit,meter,77707,r008
sec,sec,PROPN,ORG,"Second, a unit of time",77707,r012
Exp,Exp,PROPN,Organization Name,Expenditure,30284,r003
let,Let,VERB,,Permission,30284,r009
total,total,ADJ,NONE,Summation,30284,r018
expenditure,expenditure,NOUN,Technical Term,Spending,30284,r006
then,Then,ADV,NONE,Sequence,30284,r017
average,average,ADJ,,Central Tendency,30284,r005
=,=,NOUN,,Equality,30284,r002
x/9,x/9,PROPN,VARIABLE,Division,30284,r020
x/9,x/9,PROPN,VARIABLE,Division,30284,r020
=,=,NOUN,,Equality,30284,r002
x,x,PROPN,VARIABLE,Unknown Value,30284,r019
8x/9,8x/9,PROPN,Technical Term,Mathematical Expression,30284,r001
x,x,PROPN,VARIABLE,Unknown Value,30284,r019
=,=,NOUN,,Equality,30284,r002
answer,Answer,NOUN,,Solution,30284,r004
number,number,NOUN,technical term,Quantity,72282,r022
woman,women,NOUN,individual name,Female person,72282,r029
double,doubled,VERB,,Multiply by 2,72282,r010
mean,means,VERB,,To intend or purpose something,72282,r020
become,become,VERB,,Transform,72282,r006
have,have,VERB,,To possess or control something,72282,r014
tell,tell,VERB,,Communicate,72282,r027
current,current,ADJ,Technical Term,Present,72282,r007
strength,strength,NOUN,technical term,Power or capability,72282,r026
answer,answer,NOUN,Technical Term,A solution or conclusion,72282,r004
let,let,VERB,,To allow or permit something to happen,72282,r017
number,number,NOUN,technical term,Quantity,72282,r022
give,given,VERB,,To present or transfer something to another,72282,r013
x=3,x=3,PROPN,individual name,Specific value,72282,r030
woman,women,NOUN,individual name,Female person,72282,r029
number=5,number=5,PROPN,individual name,Specific amount,72282,r023
then,then,ADV,technical term,Sequence of events,72282,r028
..,..,PROPN,,,72282,r001
ans,ans,PROPN,Organization Name,The Answer,72282,r003
D,D,PROPN,Individual Name,Answer,72282,r002
let,Let,VERB,technical term,Define a variable,30265,r012
X,X,PROPN,Technical Term,Variable representing time taken to complete the project,30265,r004
X,X,PROPN,,Variable representing the number of days to complete the project,30265,r004
=,=,VERB,Technical Term,mathematical equation,30265,r001
take,taken,VERB,technical term,Allocate time for a specific task,30265,r018
complete,complete,VERB,,Achieve completion of a task,30265,r008
project,project,NOUN,technical term,Set defined task or goal,30265,r014
amount,amount,NOUN,Technical Term,Quantity of work completed,30265,r005
work,work,NOUN,technical term,Labor or effort exerted,30265,r021
do,done,VERB,technical term,Complete a task,30265,r011
A,A,PROPN,Individual Name,Person working on the project,30265,r002
amount,amount,NOUN,Technical Term,Quantity of work completed,30265,r005
work,work,NOUN,technical term,Labor or effort exerted,30265,r021
do,done,VERB,technical term,Complete a task,30265,r011
B,B,PROPN,Individual Name,Person working on the project,30265,r003
=,=,VERB,Technical Term,mathematical equation,30265,r001
x/30,x/30,PROPN,Technical Term,Part of a calculation representing work done.,30265,r024
x/30,x/30,PROPN,Technical Term,Part of a calculation representing work done.,30265,r024
=,=,VERB,Technical Term,mathematical equation,30265,r001
=,=,NOUN,Technical Term,mathematical equation,30265,r001
=,=,NOUN,Technical Term,mathematical equation,30265,r001
therefore,Therefore,ADV,organization name,Organization that provides logical conclusions,30265,r019
answer,answer,NOUN,Technical Term,Solution to the problem,30265,r006
d,D,NOUN,Technical Term,Variable representing a possible solution,30265,r009
explanation,Explanation,NOUN,technical term,Statement clarifying a concept,95704,r014
total,Total,ADJ,Quantity,Complete amount,95704,r026
time,time,NOUN,Technical Term,Measured duration,95704,r024
student,student,NOUN,Individual Name,Learner in an institution of learning,95704,r023
spend,spends,VERB,Action,Allocate time to an activity,95704,r022
college,college,NOUN,organization name,Educational institution,95704,r012
=,=,NOUN,,,95704,r007
be,are,VERB,,,95704,r010
lecture,lectures,NOUN,technical term,Educational speech,95704,r019
number,number,NOUN,technical term,Quantity,95704,r020
break,breaks,NOUN,technical term,Pause in a scheduled activity,95704,r011
lecture,lectures,NOUN,technical term,Educational speech,95704,r019
total,Total,ADJ,Quantity,Complete amount,95704,r026
time,time,NOUN,Technical Term,Measured duration,95704,r024
break,break,NOUN,technical term,Pause in a scheduled activity,95704,r011
=,=,ADJ,,,95704,r007
hence,Hence,ADV,none,Consequently,95704,r017
duration,duration,NOUN,technical term,Length of time,95704,r013
lecture,lecture,NOUN,technical term,Educational speech,95704,r019
=,=,PROPN,,,95704,r007
ANSWER,ANSWER,PROPN,,,95704,r008
D,D,PROPN,LABEL,,95704,r009
Ã,Ã,PROPN,Technical Term,Unit of measurement,94652,r014
Ã,Ã,PROPN,Technical Term,Unit of measurement,94652,r014
Ã,Ã,PROPN,Technical Term,Unit of measurement,94652,r014
number,numbers,NOUN,Technical Term,Quantitative Value,93830,r007
answer,answer,NOUN,,Solution,93830,r002
original,original,ADJ,,First instance,48338,r013
solution,solution,NOUN,,Composed Set of Responses,48338,r014
amount,amount,NOUN,technical term,quantity of sugar in the solution,48338,r004
sugar,sugar,NOUN,,Sweetener,48338,r015
ml,ml,NOUN,technical term,abbreviation for milliliter,48338,r009
let,Let,VERB,,to assume a value,48338,r006
volume,volume,NOUN,,Capacity,48338,r017
new,new,ADJ,,Novelty,48338,r012
solution,solution,NOUN,,Composed Set of Responses,48338,r014
ml,ml,NOUN,technical term,abbreviation for milliliter,48338,r009
v=320,V=320,NOUN,Technical Term,Volume Value,48338,r016
ml,ml,NOUN,technical term,abbreviation for milliliter,48338,r009
amount,amount,NOUN,technical term,quantity of sugar in the solution,48338,r004
water,water,NOUN,,Hydrant Liquid,48338,r018
need,need,VERB,,Requirement,48338,r011
add,add,VERB,,to incorporate water into the solution,48338,r003
answer,answer,NOUN,,solution to the problem,48338,r005
a.,A.,NOUN,Organization Name,Question answer choice A (specific to the problem context),48338,r002
=,=,VERB,technical term,Mathematical operation,86193,r001
answer,Answer,NOUN,,Solution to a problem,86193,r002
b,B,NOUN,,Specific answer option,86193,r003
width,width,NOUN,technical term,Measurement from side to side,78536,r025
rectangular,rectangular,ADJ,technical term,having four sides and four right angles,78536,r018
floor(24,floor(24,PROPN,,Floor measuring 24 meters,78536,r010
m,m,NOUN,technical term,"meter, unit of length",78536,r013
multiple,multiple,NOUN,technical term,a product of two numbers,78536,r015
side,side,NOUN,technical term,an edge or boundary of a shape,78536,r019
square(8,square(8,PROPN,organization name,A carpet sized 8x8 m,78536,r022
m,m,PROPN,technical term,"meter, unit of length",78536,r013
length,length,NOUN,technical term,the measurement of something horizontally,78536,r012
m,m,ADV,technical term,"meter, unit of length",78536,r013
also,also,ADV,,additional,78536,r003
multiple,multiple,NOUN,technical term,a product of two numbers,78536,r015
side,side,NOUN,technical term,an edge or boundary of a shape,78536,r019
square,square,NOUN,technical term,Geometric shape,78536,r021
so,So,ADV,,therefore,78536,r020
number,number,NOUN,technical term,a quantity or amount,78536,r017
carpet,carpets,NOUN,,floor covering,78536,r006
cover,cover,VERB,,protect or lay over,78536,r008
floor,floor,NOUN,,ground surface,78536,r009
total,total,ADJ,technical term,Sum of values,78536,r024
cost,cost,NOUN,,price,78536,r007
answer,answer,NOUN,,correct response,78536,r004
therefore,therefore,ADV,technical term,Consequently,78536,r023
B.,B.,PROPN,NORP,Answer Choice B,78536,r002
cyclic,cyclic,ADJ,Technical Term,Circular/ Repeating Pattern,66930,r003
hand,hand,NOUN,Technical Term,Body Part Engaged in Interaction,66930,r004
shake,shake,NOUN,Technical Term,Action of greeting with hands,66930,r014
n-1,n-1,NOUN,Technical Term,Mathematical Sequence Reference,66930,r009
linear,linear,ADJ,ORG,Sequential/Straight Line,66930,r007
handshake,handshake,NOUN,Technical Term,Act of Hand Greeting/Interaction,66930,r005
so,so,ADV,,Conjunction,66930,r015
here,here,ADV,,Location/Context,66930,r006
hand,hand,NOUN,Technical Term,Body Part Engaged in Interaction,66930,r004
shake,shake,NOUN,Technical Term,Action of greeting with hands,66930,r014
ANSWER,ANSWER,PROPN,ORG,Response/Solution,66930,r001
b,B,NOUN,Individual Name,Specific choice,66930,r002
ratio,ratio,NOUN,technical term,Comparison of two or more quantities,5418,r018
penny,pennies,NOUN,technical term,A coin worth one cent,5418,r017
nickel,nickels,NOUN,technical term,A coin worth five cents,5418,r014
mean,means,NOUN,technical term,Average or typical value,5418,r013
write,write,VERB,technical term,to represent mathematically,5418,r021
number,number,NOUN,technical term,Quantity or amount of something,5418,r016
penny,pennies,NOUN,technical term,A coin worth one cent,5418,r017
nickel,nickels,NOUN,technical term,A coin worth five cents,5418,r014
form,form,NOUN,organization name,Structure,5418,r008
number,number,NOUN,technical term,Quantity or amount of something,5418,r016
penny,pennies,NOUN,technical term,A coin worth one cent,5418,r017
=,=,NOUN,technical term,Equality,5418,r001
number,number,NOUN,technical term,Quantity or amount of something,5418,r016
nickel,nickels,NOUN,technical term,A coin worth five cents,5418,r014
know,know,VERB,technical term,Possess information or understanding,5418,r011
number,number,NOUN,technical term,Quantity or amount of something,5418,r016
nickel,nickels,NOUN,technical term,A coin worth five cents,5418,r014
hence,Hence,ADV,technical term,Therefore,5418,r010
Solve,Solve,PROPN,organization name,Problem-Solving Company,5418,r002
x,x,PROPN,technical term,a variable representing an unknown quantity,5418,r022
=,=,NOUN,technical term,Equality,5418,r001
total,total,ADJ,technical term,Sum or aggregate,5418,r020
number,number,NOUN,technical term,Quantity or amount of something,5418,r016
coin,coins,NOUN,technical term,Currency,5418,r006
give,given,VERB,individual name,Provide,5418,r009
=,=,NOUN,technical term,Equality,5418,r001
×,×,NOUN,technical term,multiplication symbol,5418,r023
answer,Answer,NOUN,technical term,Solution,5418,r003
time,Time,NOUN,Abstract,Duretion of an event,16576,r023
take,taken,VERB,Action,Consume or require time,16576,r022
meet,meet,VERB,Technical term,The occurrence of two individuals in the same location for the first time.,16576,r011
time,time,NOUN,Abstract,Duretion of an event,16576,r023
anywhere,anywhere,ADV,Location,Unspecified position,16576,r004
track,track,NOUN,Physical object,A course or pathway,16576,r024
length,length,NOUN,Measurement,Extent or size,16576,r009
track,track,NOUN,Physical object,A course or pathway,16576,r024
relative,relative,ADJ,Technical Term,Comparative to another entity or reference point.,16576,r016
speed,speed,NOUN,Technical Term,Rate of movement over time.,16576,r020
27 second,27 seconds,NUM,TIME,Duration,16576,r002
answer,Answer,NOUN,Technical Term,Solution,16576,r003
d,D,NOUN,,Answer; Option D from the text-based exam,16576,r006
speed,Speed,NOUN,technical term,The rate of movement or change over time,59278,r018
m,m,PROPN,individual name,Abbreviation for meters (unit of length),59278,r013
sec,sec,PROPN,"organization name, technical term",Abbreviation for seconds (unit of time),59278,r017
=,=,PROPN,,Equals Sign - Represents comparison or calculation,59278,r002
m,m,PROPN,individual name,Abbreviation for meters (unit of length),59278,r013
sec,sec,PROPN,"organization name, technical term",Abbreviation for seconds (unit of time),59278,r017
Time,Time,PROPN,TIME,Measurement of Duration,59278,r003
=,=,PROPN,,Equals Sign - Represents comparison or calculation,59278,r002
sec,sec,PROPN,ORG,Abbreviation for seconds (unit of time),59278,r017
let,Let,VERB,technical term,Defines a variable,59278,r011
length,length,NOUN,,Distance/Dimension,59278,r010
bridge,bridge,NOUN,,Structure for Crossing,59278,r007
be,be,VERB,,,59278,r006
metre,metres,NOUN,technical term,Unit of length in the metric system,59278,r015
then,Then,ADV,technical term,Indicate a subsequent action or event,59278,r019
x)/30,x)/30,PROPN,Technical Term,Bridge length,59278,r022
=,=,VERB,,Equals Sign - Represents comparison or calculation,59278,r002
=,=,NOUN,,Equals Sign - Represents comparison or calculation,59278,r002
m.,m.,NOUN,technical term,"Represents a meter, shortened form",59278,r014
option,Option,NOUN,technical term,Choice or selection among alternatives,59278,r016
a,A,NOUN,,,59278,r004
simply,simply,ADV,,"Easily, Directly",61759,r019
look,looked,VERB,,"To examine or observe something visually, as in 'looking at' the scores.",61759,r008
different,different,ADJ,,"Not similar; having variations or distinctions. In this case, referring to the different possible test scores.",61759,r004
possible,possible,ADJ,technical term,Potential,61759,r014
score,scores,NOUN,technical term,Measurement of success,61759,r017
individual,individual,ADJ,Individual Name,"Each person taking the tests, emphasizing their unique scores",61759,r007
test,test,NOUN,technical term,An assessment of knowledge or ability.,61759,r022
have,have,VERB,,"Possess or control something, specifically in the context of test scores.",61759,r006
find,find,VERB,,"To discover or determine something, particularly a minimum range of scores",61759,r005
minimum,minimum,ADJ,technical term,Smallest,61759,r011
range,range,NOUN,technical term,Difference,61759,r016
find,find,NOUN,,"To discover or determine something, particularly a minimum range of scores",61759,r005
minimum,minimum,ADJ,technical term,Smallest,61759,r011
range,range,NOUN,technical term,Difference,61759,r016
have,have,VERB,,"Possess or control something, specifically in the context of test scores.",61759,r006
make,make,VERB,,"To create or construct, specifically in the context of finding a minimum range",61759,r009
set,set,NOUN,technical term,Collection,61759,r018
score,scores,NOUN,technical term,Measurement of success,61759,r017
as,as,ADV,,,61759,r002
small,small,ADJ,,Limited,61759,r020
possible,possible,ADJ,technical term,Potential,61759,r014
mean,means,VERB,,"To indicate or represent something, specifically in expressing the potential for zero scores.",61759,r010
score,scores,NOUN,technical term,Measurement of success,61759,r017
individual,individual,ADJ,Individual Name,"Each person taking the tests, emphasizing their unique scores",61759,r007
person,person,NOUN,individual name,Single individual,61759,r013
answer,Answer,NOUN,Organization Name,The result or solution to a question or problem,61759,r001
b,B,NOUN,Individual Name,"A specific person, likely referred to in the context of the scores",61759,r003
cost,Cost,NOUN,Technical Term,Financial Expense,37815,r011
price,Price,NOUN,Technical Term,Monetary Value,37815,r015
1800,1800,NUM,MONEY,Dollar Amount,37815,r002
profit,Profit,NOUN,Technical Term,Financial Gain,37815,r016
220,220,NUM,MONEY,Dollar Amount,37815,r004
Selling,Selling,PROPN,ACTION,Transaction involving Exchange,37815,r009
price,Price,NOUN,Technical Term,Monetary Value,37815,r015
cost,Cost,NOUN,Technical Term,Financial Expense,37815,r011
Price,Price,PROPN,NONSPECIFIC TERM,Value of an Item,37815,r006
+,+,PROPN,MATHEMATICAL SYMBOL,Addition,37815,r001
Profit,Profit,PROPN,CONCEPT,Financial Gain,37815,r007
Selling,Selling,PROPN,ACTION,Transaction involving Exchange,37815,r009
Price,Price,PROPN,NONSPECIFIC TERM,Value of an Item,37815,r006
2020,2020,NUM,MONEY,Dollar Amount,37815,r003
selling,Selling,NOUN,Technical Term,Act of Sales,37815,r018
price,price,NOUN,Technical Term,Monetary Value,37815,r015
cycle,cycle,NOUN,Technical Term,Vehicle for Recreation,37815,r012
=,=,VERB,MATHEMATICAL SYMBOL,Equality,37815,r005
2020,2020,NUM,MONEY,Dollar Amount,37815,r003
answer,ANSWER,NOUN,RESULT,Solution or Response,37815,r010
d,D,NOUN,,Answer Choice,37815,r013
answer,Answer,NOUN,TECHNICAL TERM,Solution or response,581,r002
answer,Answer,NOUN,TECHNICAL TERM,Solution or response,581,r002
number,Number,NOUN,technical term,Quantity or amount,50449,r009
man,men,NOUN,individual name,Member of the masculine gender,50449,r008
colony,colony,NOUN,organization name,Group of individuals living together,50449,r004
=,=,NOUN,mathematical expression,Symbol for equality or comparison,50449,r002
*,*,NOUN,technical term,Representation of multiplication or a placeholder value,50449,r001
number,Number,NOUN,technical term,Quantity or amount,50449,r009
woman,women,NOUN,individual name,Female human being,50449,r016
colony,colony,NOUN,organization name,Group of individuals living together,50449,r004
=,=,NOUN,mathematical expression,Symbol for equality or comparison,50449,r002
*,*,NOUN,technical term,Representation of multiplication or a placeholder value,50449,r001
number,Number,NOUN,technical term,Quantity or amount,50449,r009
educate,educated,VERB,technical term,Process of imparting knowledge or skills,50449,r005
woman,women,NOUN,individual name,Female human being,50449,r016
colony,colony,NOUN,organization name,Group of individuals living together,50449,r004
=,=,NOUN,mathematical expression,Symbol for equality or comparison,50449,r002
*,*,NOUN,technical term,Representation of multiplication or a placeholder value,50449,r001
number,Number,NOUN,technical term,Quantity or amount,50449,r009
uneducated,uneducated,ADJ,,Lacking formal education,50449,r015
woman,women,NOUN,individual name,Female human being,50449,r016
colony,colony,NOUN,organization name,Group of individuals living together,50449,r004
=,=,NOUN,mathematical expression,Symbol for equality or comparison,50449,r002
number,Number,NOUN,technical term,Quantity or amount,50449,r009
educate,educated,VERB,technical term,Process of imparting knowledge or skills,50449,r005
person,persons,NOUN,individual name,Human being,50449,r010
colony,colony,NOUN,organization name,Group of individuals living together,50449,r004
=,=,NOUN,mathematical expression,Symbol for equality or comparison,50449,r002
female,females,NOUN,individual name,Member of the feminine gender,50449,r006
educate,educated,VERB,technical term,Process of imparting knowledge or skills,50449,r005
remain,remaining,VERB,,To persist or continue after other things are gone,50449,r012
educate,educated,VERB,technical term,Process of imparting knowledge or skills,50449,r005
person,persons,NOUN,individual name,Human being,50449,r010
man,men,NOUN,individual name,Member of the masculine gender,50449,r008
number,Number,NOUN,technical term,Quantity or amount,50449,r009
uneducated,uneducated,ADJ,,Lacking formal education,50449,r015
man,men,NOUN,individual name,Member of the masculine gender,50449,r008
colony,colony,NOUN,organization name,Group of individuals living together,50449,r004
=,=,NOUN,mathematical expression,Symbol for equality or comparison,50449,r002
number,Number,NOUN,technical term,Quantity or amount,50449,r009
educate,educated,VERB,technical term,Process of imparting knowledge or skills,50449,r005
man,men,NOUN,individual name,Member of the masculine gender,50449,r008
uneducated,uneducated,ADJ,,Lacking formal education,50449,r015
man,men,NOUN,individual name,Member of the masculine gender,50449,r008
ratio,ratio,NOUN,technical term,Mathematical comparison of quantities,50449,r011
answer,Answer,NOUN,individual name,Solution or result,50449,r003
original,Original,ADJ,,Refers to the first instance or source,88412,r010
visual,visual,ADJ,Technical Term,Relating to sight or vision,88412,r016
range,range,NOUN,Technical Term,Visual distance,88412,r013
=,=,VERB,,,88412,r001
new,New,ADJ,,Describes something recently created or introduced,88412,r009
visual,visual,ADJ,Technical Term,Relating to sight or vision,88412,r016
range,range,NOUN,Technical Term,Visual distance,88412,r013
=,=,PROPN,,,88412,r001
km,km,NOUN,Technical Term,"Abbreviation for kilometers, a unit of distance",88412,r007
Percent,Percent,PROPN,,Represents a percentage value,88412,r004
increase,increase,NOUN,,Represents the concept of growth or augmentation,88412,r006
visual,visual,ADJ,Technical Term,Relating to sight or vision,88412,r016
range,range,NOUN,Technical Term,Visual distance,88412,r013
use,using,VERB,Technical Term,Employ a tool like the telescope,88412,r015
telescope,telescope,NOUN,Technical Term,Device for viewing distant objects,88412,r014
=,=,NOUN,,,88412,r001
Answer,Answer,PROPN,,,88412,r002
E,E,PROPN,Individual Name,Represents a possible answer choice,88412,r003
come,comes,VERB,,,76766,r004
average,averages,NOUN,Technical Term,Central Tendency,76766,r003
know,know,VERB,,,76766,r010
thataverage,thataverage,NOUN, ,The average value,76766,r025
value,value,NOUN,Technical Term,the amount something is worth,76766,r027
=,=,NOUN,Technical Term,Comparison,76766,r001
sum,sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766,r024
n,n,PROPN,Technical Term,Number of values in a set,76766,r017
values)/n,values)/n,PROPN,GPE,"geographic location related to a value set (e.g., 'US Values')",76766,r029
rewrite,rewrite,VERB, ,"write again, often to make it clearer or more complete",76766,r022
useful,useful,ADJ, ,helpful or beneficial,76766,r026
formula,formula,NOUN,Technical Term,Mathematical Expression,76766,r006
sum,sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766,r024
n,n,NOUN,Technical Term,Number of values in a set,76766,r017
value,values,NOUN,Technical Term,the amount something is worth,76766,r027
=,=,VERB,Technical Term,Comparison,76766,r001
average,average,ADJ,Technical Term,Central Tendency,76766,r003
value)(n,value)(n,NOUN, ,a specific value of something ,76766,r028
average,average,NOUN,Technical Term,Central Tendency,76766,r003
integer,integers,NOUN,Technical Term,Whole Number,76766,r009
so,So,ADV, ,"consequently, therefore",76766,r023
sum,sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766,r024
integer,integers,NOUN,Technical Term,Whole Number,76766,r009
=,=,PROPN,Technical Term,Comparison,76766,r001
=,=,VERB,Technical Term,Comparison,76766,r001
average,average,NOUN,Technical Term,Central Tendency,76766,r003
integer,integers,NOUN,Technical Term,Whole Number,76766,r009
so,So,ADV, ,"consequently, therefore",76766,r023
sum,sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766,r024
integer,integers,NOUN,Technical Term,Whole Number,76766,r009
=,=,PROPN,Technical Term,Comparison,76766,r001
=,=,VERB,Technical Term,Comparison,76766,r001
so,So,ADV, ,"consequently, therefore",76766,r023
sum,sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766,r024
remain,REMAINING,VERB, ,continue to be in a place or state,76766,r021
integer,integers,NOUN,Technical Term,Whole Number,76766,r009
=,=,PROPN,Technical Term,Comparison,76766,r001
sum,sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766,r024
remain,REMAINING,VERB, ,continue to be in a place or state,76766,r021
integer,integers,NOUN,Technical Term,Whole Number,76766,r009
want,want,VERB, ,to desire or wish for something,76766,r030
minimize,minimize,VERB,,Reduce to the smallest possible amount,76766,r016
value,value,NOUN,Technical Term,the amount something is worth,76766,r027
maximize,MAXIMIZE,VERB,,Increase to the greatest extent possible,76766,r013
other,other,ADJ,,Different from the one mentioned previously,76766,r019
value,value,NOUN,Technical Term,the amount something is worth,76766,r027
maximum,maximum,ADJ,Technical Term,Largest possible amount or value,76766,r014
value,value,NOUN,Technical Term,the amount something is worth,76766,r027
so,so,ADV, ,"consequently, therefore",76766,r023
let,let,VERB,,Allow or permit,76766,r012
integ,integer,ADJ,Technical Term,Whole Number,76766,r008
=,=,PROPN,Technical Term,Comparison,76766,r001
mean,means,VERB,,Calculate the average of,76766,r015
other,other,ADJ,,Different from the one mentioned previously,76766,r019
equal,equal,VERB,Technical Term,Similarity,76766,r005
answer,Answer,NOUN,Organization Name,"Solution, Result",76766,r002
area,Area,NOUN,Technical Term,The amount of space inside a two-dimensional figure,95459,r003
circle,circle,NOUN,Technical Term,A closed curve where all points are equidistant from a central point,95459,r005
=,=,PROPN,Technical Term,Equality operator,95459,r001
×11,×11,PROPN,Technical Term,"Multiplication operator, applied to 11 in this context ",95459,r010
×11,×11,PROPN,Technical Term,"Multiplication operator, applied to 11 in this context ",95459,r010
cm²,cm²,NOUN,Technical Term,"Square centimeters, a unit of area",95459,r007
ANSWER,ANSWER,PROPN,Organization Name,Response to a question or problem,95459,r002
c,C,NOUN,Technical Term,Represents centimeter (unit of measurement),95459,r004
orange,oranges,NOUN,organization name,Company or product that deals with oranges,68778,r018
contain,contained,VERB,Action,To Hold or Encompass Something,68778,r010
water,water,NOUN,technical term,Hydration component,68778,r021
concentration,concentration,NOUN,Technical Term,The Degree to Which Something is Present,68778,r009
water,water,NOUN,technical term,Hydration component,68778,r021
decrease,decreased,VERB,technical term,Change in amount or value,68778,r011
new,new,ADJ,organization name,Recently formed or introduced,68778,r016
weight,weight,NOUN,technical term,Measure of mass with gravity,68778,r022
orange,oranges,NOUN,organization name,Company or product that deals with oranges,68778,r018
kilogram,kilograms,NOUN,technical term,Unit of mass,68778,r014
a,A,NOUN,Technical Term,Refers to a Specific Choice in a Multiple Choice Question,68778,r003
b,B,NOUN,Technical Term,Refers to a Specific Choice in a Multiple Choice Question,68778,r006
C,C,PROPN,Organizational Name,Represents an Option in a Multiple Choice Question,68778,r001
D,D,PROPN,Answer,Indicates the Correct Answer,68778,r002
e,E,NOUN,techincal term,A quantity or unit,68778,r012
answer,answer,NOUN,Technical Term,The Solution to a Problem or Question,68778,r004
then,then,ADV,organization name,Sequence of events in time,68778,r020
question,question,NOUN,technical term,A query seeking information,68778,r019
mean,means,VERB,technical term,Calculate an average,68778,r015
concentration,concentration,NOUN,Technical Term,The Degree to Which Something is Present,68778,r009
water,water,NOUN,technical term,Hydration component,68778,r021
become,became,VERB,Process,To Undergo a Change or Transformation,68778,r007
kilogram,kilograms,NOUN,technical term,Unit of mass,68778,r014
water,water,NOUN,technical term,Hydration component,68778,r021
non-water,non-water,ADJ,technical term,Something that is not water,68778,r017
water,water,NOUN,technical term,Hydration component,68778,r021
evaporate,evaporated,VERB,technical term,Process of changing state from liquid to gas,68778,r013
orange,oranges,NOUN,organization name,Company or product that deals with oranges,68778,r018
become,became,VERB,Process,To Undergo a Change or Transformation,68778,r007
water,water,NOUN,technical term,Hydration component,68778,r021
non-water,non-water,ADJ,technical term,Something that is not water,68778,r017
non-water,non-water,ADJ,technical term,Something that is not water,68778,r017
compose,composed,VERB,Action,To Create or Construct Something,68778,r008
orange,oranges,NOUN,organization name,Company or product that deals with oranges,68778,r018
