word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
The,DET,,the,1,[33],48338,rationale,False
amount,NOUN,,amount,1,[34],48338,rationale,True
of,ADP,,of,1,[35],48338,rationale,False
water,NOUN,,water,1,[36],48338,rationale,True
we,PRON,,we,1,[37],48338,rationale,False
need,VERB,,need,1,[38],48338,rationale,True
to,PART,,to,1,[39],48338,rationale,False
add,VERB,,add,1,[40],48338,rationale,True
is,AUX,,be,1,[41],48338,rationale,False
-,SYM,,-,1,[43],48338,rationale,False
80,NUM,,80,1,[44],48338,rationale,False
=,SYM,,=,1,[45],48338,rationale,False
.,PUNCT,,.,0,[48],48338,rationale,False
"
",SPACE,,"
",0,[49],48338,rationale,False
The,DET,,the,1,[50],48338,rationale,False
answer,NOUN,,answer,1,[51],48338,rationale,True
is,AUX,,be,1,[52],48338,rationale,False
A.,NOUN,,a.,1,[53],48338,rationale,True
(,PUNCT,,(,0,[0],86193,rationale,False
),PUNCT,,),0,[2],86193,rationale,False
*,PUNCT,,*,0,[3],86193,rationale,False
(,PUNCT,,(,0,[4],86193,rationale,False
),PUNCT,,),0,[6],86193,rationale,False
*,PUNCT,,*,0,[7],86193,rationale,False
(,PUNCT,,(,0,[8],86193,rationale,False
),PUNCT,,),0,[10],86193,rationale,False
*,PUNCT,,*,0,[11],86193,rationale,False
(,PUNCT,,(,0,[12],86193,rationale,False
),PUNCT,,),0,[14],86193,rationale,False
*,PUNCT,,*,0,[15],86193,rationale,False
(,PUNCT,,(,0,[16],86193,rationale,False
),PUNCT,,),0,[18],86193,rationale,False
=,VERB,,=,1,[19],86193,rationale,True
Answer,NOUN,,answer,1,[21],86193,rationale,True
:,PUNCT,,:,0,[22],86193,rationale,False
B,NOUN,,b,1,[23],86193,rationale,True
The,DET,,the,1,[0],78536,rationale,False
width,NOUN,,width,1,[1],78536,rationale,True
of,ADP,,of,1,[2],78536,rationale,False
the,DET,,the,1,[3],78536,rationale,False
rectangular,ADJ,,rectangular,1,[4],78536,rationale,True
floor(24,PROPN,,floor(24,1,[5],78536,rationale,True
m,NOUN,,m,1,[6],78536,rationale,True
),PUNCT,,),0,[7],78536,rationale,False
is,AUX,,be,1,[8],78536,rationale,False
a,DET,,a,1,[9],78536,rationale,False
multiple,NOUN,,multiple,1,[10],78536,rationale,True
of,ADP,,of,1,[11],78536,rationale,False
side,NOUN,,side,1,[13],78536,rationale,True
of,ADP,,of,1,[14],78536,rationale,False
the,DET,,the,1,[15],78536,rationale,False
square(8,PROPN,,square(8,1,[16],78536,rationale,True
m,PROPN,,m,1,[17],78536,rationale,True
),PUNCT,,),0,[18],78536,rationale,False
",",PUNCT,,",",0,[19],78536,rationale,False
and,CCONJ,,and,1,[20],78536,rationale,False
the,DET,,the,1,[21],78536,rationale,False
length,NOUN,,length,1,[22],78536,rationale,True
of,ADP,,of,1,[23],78536,rationale,False
the,DET,,the,1,[24],78536,rationale,False
floor(64,NOUN,,floor(64,1,[25],78536,rationale,True
m,ADV,,m,1,[26],78536,rationale,True
),PUNCT,,),0,[27],78536,rationale,False
is,AUX,,be,1,[28],78536,rationale,False
also,ADV,,also,1,[29],78536,rationale,True
a,DET,,a,1,[30],78536,rationale,False
multiple,NOUN,,multiple,1,[31],78536,rationale,True
of,ADP,,of,1,[32],78536,rationale,False
the,DET,,the,1,[33],78536,rationale,False
side,NOUN,,side,1,[34],78536,rationale,True
of,ADP,,of,1,[35],78536,rationale,False
the,DET,,the,1,[36],78536,rationale,False
square,NOUN,,square,1,[37],78536,rationale,True
.,PUNCT,,.,0,[38],78536,rationale,False
So,ADV,,so,1,[39],78536,rationale,True
the,DET,,the,1,[40],78536,rationale,False
number,NOUN,,number,1,[41],78536,rationale,True
of,ADP,,of,1,[42],78536,rationale,False
carpets,NOUN,,carpet,1,[43],78536,rationale,True
to,PART,,to,1,[44],78536,rationale,False
cover,VERB,,cover,1,[45],78536,rationale,True
the,DET,,the,1,[46],78536,rationale,False
floor,NOUN,,floor,1,[47],78536,rationale,True
is,AUX,,be,1,[48],78536,rationale,False
(,PUNCT,,(,0,[49],78536,rationale,False
.,PUNCT,,.,0,[51],78536,rationale,False
"
",SPACE,,"
",0,[52],78536,rationale,False
The,DET,,the,1,[53],78536,rationale,False
total,ADJ,,total,1,[54],78536,rationale,True
cost,NOUN,,cost,1,[55],78536,rationale,True
is,AUX,,be,1,[56],78536,rationale,False
*,NUM,,*,1,[58],78536,rationale,False
.,PUNCT,,.,0,[60],78536,rationale,False
"
",SPACE,,"
",0,[61],78536,rationale,False
The,DET,,the,1,[62],78536,rationale,False
answer,NOUN,,answer,1,[63],78536,rationale,True
is,AUX,,be,1,[64],78536,rationale,False
",",PUNCT,,",",0,[65],78536,rationale,False
therefore,ADV,,therefore,1,[66],78536,rationale,True
",",PUNCT,,",",0,[67],78536,rationale,False
B.,PROPN,NORP,B.,1,[68],78536,rationale,True
n,CCONJ,,n,1,[0],66930,rationale,False
for,ADP,,for,1,[1],66930,rationale,False
cyclic,ADJ,,cyclic,1,[2],66930,rationale,True
hand,NOUN,,hand,1,[3],66930,rationale,True
shake,NOUN,,shake,1,[4],66930,rationale,True
and,CCONJ,,and,1,[5],66930,rationale,False
n-1,NOUN,,n-1,1,[6],66930,rationale,True
for,ADP,,for,1,[7],66930,rationale,False
linear,ADJ,ORG,linear,1,[8],66930,rationale,True
handshake,NOUN,,handshake,1,[9],66930,rationale,True
.,PUNCT,,.,0,[10],66930,rationale,False
"
",SPACE,,"
",0,[11],66930,rationale,False
so,ADV,,so,1,[12],66930,rationale,True
here,ADV,,here,1,[13],66930,rationale,True
no,PRON,,no,1,[14],66930,rationale,False
of,ADP,,of,1,[15],66930,rationale,False
hand,NOUN,,hand,1,[16],66930,rationale,True
shake,NOUN,,shake,1,[17],66930,rationale,True
is,AUX,,be,1,[18],66930,rationale,False
.,PUNCT,,.,0,[20],66930,rationale,False
"
",SPACE,,"
",0,[21],66930,rationale,False
ANSWER,PROPN,ORG,ANSWER,1,[22],66930,rationale,True
:,PUNCT,,:,0,[23],66930,rationale,False
B,NOUN,,b,1,[24],66930,rationale,True
A,DET,,a,1,[0],5418,rationale,False
ratio,NOUN,,ratio,1,[1],5418,rationale,True
of,ADP,,of,1,[2],5418,rationale,False
pennies,NOUN,,penny,1,[3],5418,rationale,True
to,ADP,,to,1,[4],5418,rationale,False
nickels,NOUN,,nickel,1,[5],5418,rationale,True
of,ADP,,of,1,[6],5418,rationale,False
means,NOUN,,mean,1,[10],5418,rationale,True
that,SCONJ,,that,1,[11],5418,rationale,False
we,PRON,,we,1,[12],5418,rationale,False
can,AUX,,can,1,[13],5418,rationale,False
write,VERB,,write,1,[14],5418,rationale,True
the,DET,,the,1,[15],5418,rationale,False
number,NOUN,,number,1,[16],5418,rationale,True
of,ADP,,of,1,[17],5418,rationale,False
pennies,NOUN,,penny,1,[18],5418,rationale,True
and,CCONJ,,and,1,[19],5418,rationale,False
nickels,NOUN,,nickel,1,[20],5418,rationale,True
in,ADP,,in,1,[21],5418,rationale,False
the,DET,,the,1,[22],5418,rationale,False
form,NOUN,,form,1,[23],5418,rationale,True
"
",SPACE,,"
",0,[24],5418,rationale,False
number,NOUN,,number,1,[25],5418,rationale,True
of,ADP,,of,1,[26],5418,rationale,False
pennies,NOUN,,penny,1,[27],5418,rationale,True
=,NOUN,,=,1,[28],5418,rationale,True
and,CCONJ,,and,1,[30],5418,rationale,False
number,NOUN,,number,1,[31],5418,rationale,True
of,ADP,,of,1,[32],5418,rationale,False
nickels,NOUN,,nickel,1,[33],5418,rationale,True
=,PUNCT,,=,0,[34],5418,rationale,False
"
",SPACE,,"
",0,[36],5418,rationale,False
But,CCONJ,,but,1,[37],5418,rationale,False
we,PRON,,we,1,[38],5418,rationale,False
know,VERB,,know,1,[39],5418,rationale,True
the,DET,,the,1,[40],5418,rationale,False
number,NOUN,,number,1,[41],5418,rationale,True
of,ADP,,of,1,[42],5418,rationale,False
nickels,NOUN,,nickel,1,[43],5418,rationale,True
",",PUNCT,,",",0,[44],5418,rationale,False
.,PUNCT,,.,0,[46],5418,rationale,False
Hence,ADV,,hence,1,[47],5418,rationale,True
"
",SPACE,,"
",0,[48],5418,rationale,False
=,X,,=,1,[50],5418,rationale,False
"
",SPACE,,"
",0,[52],5418,rationale,False
Solve,PROPN,,Solve,1,[53],5418,rationale,True
for,ADP,,for,1,[54],5418,rationale,False
x,PROPN,,x,1,[55],5418,rationale,True
"
",SPACE,,"
",0,[56],5418,rationale,False
x,SYM,,x,1,[57],5418,rationale,False
=,NOUN,,=,1,[58],5418,rationale,True
"
",SPACE,,"
",0,[60],5418,rationale,False
The,DET,,the,1,[61],5418,rationale,False
total,ADJ,,total,1,[62],5418,rationale,True
number,NOUN,,number,1,[63],5418,rationale,True
of,ADP,,of,1,[64],5418,rationale,False
coins,NOUN,,coin,1,[65],5418,rationale,True
is,AUX,,be,1,[66],5418,rationale,False
given,VERB,,give,1,[67],5418,rationale,True
by,ADP,,by,1,[68],5418,rationale,False
"
",SPACE,,"
",0,[69],5418,rationale,False
+,PUNCT,,+,0,[71],5418,rationale,False
2x,NUM,,2x,1,[72],5418,rationale,False
=,NOUN,,=,1,[73],5418,rationale,True
=,SYM,,=,1,[75],5418,rationale,False
×,NOUN,,×,1,[77],5418,rationale,True
15,NUM,,15,1,[78],5418,rationale,False
=,NUM,,=,1,[79],5418,rationale,False
"
",SPACE,,"
",0,[81],5418,rationale,False
Answer,NOUN,,answer,1,[82],5418,rationale,True
:,PUNCT,,:,0,[83],5418,rationale,False
A,PRON,,a,1,[84],5418,rationale,False
Time,NOUN,,time,1,[0],16576,rationale,True
taken,VERB,,take,1,[1],16576,rationale,True
to,PART,,to,1,[2],16576,rationale,False
meet,VERB,,meet,1,[3],16576,rationale,True
for,ADP,,for,1,[4],16576,rationale,False
the,DET,,the,1,[5],16576,rationale,False
time,NOUN,,time,1,[7],16576,rationale,True
anywhere,ADV,,anywhere,1,[8],16576,rationale,True
on,ADP,,on,1,[9],16576,rationale,False
the,DET,,the,1,[10],16576,rationale,False
track,NOUN,,track,1,[11],16576,rationale,True
"
",SPACE,,"
",0,[12],16576,rationale,False
=,X,,=,1,[13],16576,rationale,False
length,NOUN,,length,1,[14],16576,rationale,True
of,ADP,,of,1,[15],16576,rationale,False
the,DET,,the,1,[16],16576,rationale,False
track,NOUN,,track,1,[17],16576,rationale,True
/,SYM,,/,1,[18],16576,rationale,False
relative,ADJ,,relative,1,[19],16576,rationale,True
speed,NOUN,,speed,1,[20],16576,rationale,True
"
",SPACE,,"
",0,[21],16576,rationale,False
=,SYM,,=,1,[22],16576,rationale,False
/,SYM,,/,1,[24],16576,rationale,False
(,PUNCT,,(,0,[25],16576,rationale,False
15,NUM,,15,1,[26],16576,rationale,False
+,SYM,,+,1,[27],16576,rationale,False
25)5/18,NUM,,25)5/18,1,[28],16576,rationale,False
=,NUM,,=,1,[29],16576,rationale,False
*,NUM,,*,1,[31],16576,rationale,False
*,SYM,,*,1,[35],16576,rationale,False
=,SYM,,=,1,[37],16576,rationale,False
27 seconds,NUM,TIME,27 second,2,"[38, 39]",16576,rationale,True
.,PUNCT,,.,0,[40],16576,rationale,False
"
",SPACE,,"
",0,[41],16576,rationale,False
Answer,NOUN,,answer,1,[42],16576,rationale,True
:,PUNCT,,:,0,[43],16576,rationale,False
D,NOUN,,d,1,[44],16576,rationale,True
Explanation,NOUN,,explanation,1,[0],73670,rationale,True
:,PUNCT,,:,0,[1],73670,rationale,False
"
",SPACE,,"
",0,[2],73670,rationale,False
nCr,ADJ,,ncr,1,[3],73670,rationale,True
=,NOUN,,=,1,[4],73670,rationale,True
n!/(r)!(n−r,PROPN,,n!/(r)!(n−r,1,[5],73670,rationale,True
),PUNCT,,),0,[6],73670,rationale,False
!,PUNCT,,!,0,[7],73670,rationale,False
"
",SPACE,,"
",0,[8],73670,rationale,False
97C95=97!/(95)!(2,PROPN,,97C95=97!/(95)!(2,1,[9],73670,rationale,True
),PUNCT,,),0,[10],73670,rationale,False
!,PUNCT,,!,0,[11],73670,rationale,False
"
",SPACE,,"
",0,[12],73670,rationale,False
=,PROPN,,=,1,[13],73670,rationale,True
*,SYM,,*,1,[15],73670,rationale,False
*,NUM,,*,1,[17],73670,rationale,False
95!/(95)!(2,NUM,,95!/(95)!(2,1,[18],73670,rationale,False
),PUNCT,,),0,[19],73670,rationale,False
!,PUNCT,,!,0,[20],73670,rationale,False
"
",SPACE,,"
",0,[21],73670,rationale,False
=,X,,=,1,[22],73670,rationale,False
*,SYM,,*,1,[24],73670,rationale,False
96/2∗1,NUM,,96/2∗1,1,[25],73670,rationale,False
"
",SPACE,,"
",0,[26],73670,rationale,False
=,SYM,,=,1,[27],73670,rationale,False
"
",SPACE,,"
",0,[29],73670,rationale,False
Option,NOUN,,option,1,[30],73670,rationale,True
A,NOUN,,a,1,[31],73670,rationale,True
Speed,NOUN,,speed,1,[0],59278,rationale,True
=,PUNCT,,=,0,[1],59278,rationale,False
[,X,,[,1,[2],59278,rationale,False
X,NUM,,x,1,[4],59278,rationale,False
5/18,NUM,,5/18,1,[5],59278,rationale,False
],PUNCT,,],0,[6],59278,rationale,False
m,PROPN,,m,1,[7],59278,rationale,True
/,SYM,,/,1,[8],59278,rationale,False
sec,PROPN,,sec,1,[9],59278,rationale,True
=,PROPN,,=,1,[10],59278,rationale,True
[,X,,[,1,[11],59278,rationale,False
],X,,],1,[13],59278,rationale,False
m,PROPN,,m,1,[14],59278,rationale,True
/,SYM,,/,1,[15],59278,rationale,False
sec,PROPN,,sec,1,[16],59278,rationale,True
Time,PROPN,,Time,1,[17],59278,rationale,True
=,PROPN,,=,1,[18],59278,rationale,True
sec,PROPN,ORG,sec,1,[20],59278,rationale,True
Let,VERB,,let,1,[21],59278,rationale,True
the,DET,,the,1,[22],59278,rationale,False
length,NOUN,,length,1,[23],59278,rationale,True
of,ADP,,of,1,[24],59278,rationale,False
bridge,NOUN,,bridge,1,[25],59278,rationale,True
be,VERB,,be,1,[26],59278,rationale,True
x,NUM,,x,1,[27],59278,rationale,False
metres,NOUN,,metre,1,[28],59278,rationale,True
.,PUNCT,,.,0,[29],59278,rationale,False
Then,ADV,,then,1,[30],59278,rationale,True
",",PUNCT,,",",0,[31],59278,rationale,False
(,PUNCT,,(,0,[32],59278,rationale,False
+,SYM,,+,1,[34],59278,rationale,False
x)/30,PROPN,,x)/30,1,[35],59278,rationale,True
=,PUNCT,,=,0,[36],59278,rationale,False
=,X,,=,1,[38],59278,rationale,False
>,X,,>,1,[39],59278,rationale,False
+,NUM,,+,1,[41],59278,rationale,False
x,SYM,,x,1,[42],59278,rationale,False
),PUNCT,,),0,[43],59278,rationale,False
=,VERB,,=,1,[44],59278,rationale,True
=,SYM,,=,1,[46],59278,rationale,False
>,X,,>,1,[47],59278,rationale,False
x,SYM,,x,1,[48],59278,rationale,False
=,NOUN,,=,1,[49],59278,rationale,True
m.,NOUN,,m.,1,[51],59278,rationale,True
"
",SPACE,,"
",0,[52],59278,rationale,False
Answer,NOUN,,answer,1,[53],59278,rationale,True
:,PUNCT,,:,0,[54],59278,rationale,False
Option,NOUN,,option,1,[55],59278,rationale,True
A,NOUN,,a,1,[56],59278,rationale,True
I,PRON,,I,1,[0],61759,rationale,False
simply,ADV,,simply,1,[1],61759,rationale,True
looked,VERB,,look,1,[2],61759,rationale,True
at,ADP,,at,1,[3],61759,rationale,False
the,DET,,the,1,[4],61759,rationale,False
different,ADJ,,different,1,[6],61759,rationale,True
possible,ADJ,,possible,1,[7],61759,rationale,True
scores,NOUN,,score,1,[8],61759,rationale,True
for,ADP,,for,1,[9],61759,rationale,False
each,DET,,each,1,[10],61759,rationale,False
individual,ADJ,,individual,1,[11],61759,rationale,True
test,NOUN,,test,1,[12],61759,rationale,True
:,PUNCT,,:,0,[13],61759,rationale,False
"
",SPACE,,"
",0,[15],61759,rationale,False
We,PRON,,we,1,[16],61759,rationale,False
have,VERB,,have,1,[17],61759,rationale,True
to,PART,,to,1,[18],61759,rationale,False
find,VERB,,find,1,[19],61759,rationale,True
the,DET,,the,1,[20],61759,rationale,False
minimum,ADJ,,minimum,1,[21],61759,rationale,True
range,NOUN,,range,1,[22],61759,rationale,True
:,PUNCT,,:,0,[23],61759,rationale,False
"
",SPACE,,"
",0,[24],61759,rationale,False
35-20=15,NUM,,35-20=15,1,[25],61759,rationale,False
"
",SPACE,,"
",0,[26],61759,rationale,False
"
",SPACE,,"
",0,[28],61759,rationale,False
"
",SPACE,,"
",0,[30],61759,rationale,False
The,DET,,the,1,[31],61759,rationale,False
find,NOUN,,find,1,[32],61759,rationale,True
the,DET,,the,1,[33],61759,rationale,False
minimum,ADJ,,minimum,1,[34],61759,rationale,True
range,NOUN,,range,1,[35],61759,rationale,True
",",PUNCT,,",",0,[36],61759,rationale,False
you,PRON,,you,1,[37],61759,rationale,False
have,VERB,,have,1,[38],61759,rationale,True
to,PART,,to,1,[39],61759,rationale,False
make,VERB,,make,1,[40],61759,rationale,True
the,DET,,the,1,[41],61759,rationale,False
set,NOUN,,set,1,[42],61759,rationale,True
of,ADP,,of,1,[43],61759,rationale,False
the,DET,,the,1,[44],61759,rationale,False
scores,NOUN,,score,1,[46],61759,rationale,True
as,ADV,,as,1,[47],61759,rationale,True
small,ADJ,,small,1,[48],61759,rationale,True
as,ADP,,as,1,[49],61759,rationale,False
possible,ADJ,,possible,1,[50],61759,rationale,True
.,PUNCT,,.,0,[51],61759,rationale,False
"
",SPACE,,"
",0,[52],61759,rationale,False
Which,PRON,,which,1,[53],61759,rationale,False
means,VERB,,mean,1,[54],61759,rationale,True
that,SCONJ,,that,1,[55],61759,rationale,False
of,ADP,,of,1,[57],61759,rationale,False
the,DET,,the,1,[58],61759,rationale,False
scores,NOUN,,score,1,[60],61759,rationale,True
of,ADP,,of,1,[61],61759,rationale,False
each,DET,,each,1,[62],61759,rationale,False
individual,ADJ,,individual,1,[63],61759,rationale,True
person,NOUN,,person,1,[64],61759,rationale,True
is,AUX,,be,1,[65],61759,rationale,False
.,PUNCT,,.,0,[67],61759,rationale,False
"
",SPACE,,"
",0,[68],61759,rationale,False
*,SYM,,*,1,[70],61759,rationale,False
=,SYM,,=,1,[72],61759,rationale,False
"
",SPACE,,"
",0,[74],61759,rationale,False
Answer,NOUN,,answer,1,[75],61759,rationale,True
:,PUNCT,,:,0,[76],61759,rationale,False
B,NOUN,,b,1,[77],61759,rationale,True
Cost,NOUN,,cost,1,[0],37815,rationale,True
Price,NOUN,,price,1,[1],37815,rationale,True
=,SYM,,=,1,[2],37815,rationale,False
$,SYM,,$,1,[3],37815,rationale,False
1800,NUM,MONEY,1800,1,[4],37815,rationale,True
"
",SPACE,,"
",0,[5],37815,rationale,False
Profit,NOUN,,profit,1,[6],37815,rationale,True
=,PUNCT,,=,0,[7],37815,rationale,False
$,SYM,,$,1,[8],37815,rationale,False
220,NUM,MONEY,220,1,[9],37815,rationale,True
"
",SPACE,,"
",0,[10],37815,rationale,False
Selling,PROPN,,Selling,1,[11],37815,rationale,True
Price,NOUN,,price,1,[12],37815,rationale,True
=,PUNCT,,=,0,[13],37815,rationale,False
Cost,NOUN,,cost,1,[14],37815,rationale,True
Price,PROPN,,Price,1,[15],37815,rationale,True
+,PROPN,,+,1,[16],37815,rationale,True
Profit,PROPN,,Profit,1,[17],37815,rationale,True
"
",SPACE,,"
",0,[18],37815,rationale,False
Selling,PROPN,,Selling,1,[19],37815,rationale,True
Price,PROPN,,Price,1,[20],37815,rationale,True
=,SYM,,=,1,[21],37815,rationale,False
+,SYM,,+,1,[23],37815,rationale,False
"
",SPACE,,"
",0,[25],37815,rationale,False
=,SYM,,=,1,[26],37815,rationale,False
$,SYM,,$,1,[27],37815,rationale,False
2020,NUM,MONEY,2020,1,[28],37815,rationale,True
"
",SPACE,,"
",0,[29],37815,rationale,False
Selling,NOUN,,selling,1,[30],37815,rationale,True
price,NOUN,,price,1,[31],37815,rationale,True
of,ADP,,of,1,[32],37815,rationale,False
the,DET,,the,1,[33],37815,rationale,False
cycle,NOUN,,cycle,1,[34],37815,rationale,True
=,VERB,,=,1,[35],37815,rationale,True
$,SYM,,$,1,[36],37815,rationale,False
2020,NUM,MONEY,2020,1,[37],37815,rationale,True
ANSWER,NOUN,,answer,1,[38],37815,rationale,True
:,PUNCT,,:,0,[39],37815,rationale,False
D,NOUN,,d,1,[40],37815,rationale,True
Answer,NOUN,,answer,1,[0],581,rationale,True
=,NUM,,=,1,[1],581,rationale,False
*,NUM,,*,1,[3],581,rationale,False
=,SYM,,=,1,[5],581,rationale,False
"
",SPACE,,"
",0,[7],581,rationale,False
Answer,NOUN,,answer,1,[8],581,rationale,True
is,AUX,,be,1,[9],581,rationale,False
A,PRON,,a,1,[10],581,rationale,False
Number,NOUN,,number,1,[0],50449,rationale,True
of,ADP,,of,1,[1],50449,rationale,False
men,NOUN,,man,1,[2],50449,rationale,True
in,ADP,,in,1,[3],50449,rationale,False
the,DET,,the,1,[4],50449,rationale,False
colony,NOUN,,colony,1,[5],50449,rationale,True
=,NOUN,,=,1,[6],50449,rationale,True
*,NOUN,,*,1,[8],50449,rationale,True
=,SYM,,=,1,[10],50449,rationale,False
.,PUNCT,,.,0,[12],50449,rationale,False
"
",SPACE,,"
",0,[13],50449,rationale,False
Number,NOUN,,number,1,[14],50449,rationale,True
of,ADP,,of,1,[15],50449,rationale,False
women,NOUN,,woman,1,[16],50449,rationale,True
in,ADP,,in,1,[17],50449,rationale,False
the,DET,,the,1,[18],50449,rationale,False
colony,NOUN,,colony,1,[19],50449,rationale,True
=,NOUN,,=,1,[20],50449,rationale,True
*,NOUN,,*,1,[22],50449,rationale,True
=,SYM,,=,1,[24],50449,rationale,False
.,PUNCT,,.,0,[26],50449,rationale,False
"
",SPACE,,"
",0,[27],50449,rationale,False
Number,NOUN,,number,1,[28],50449,rationale,True
educated,VERB,,educate,1,[29],50449,rationale,True
women,NOUN,,woman,1,[30],50449,rationale,True
in,ADP,,in,1,[31],50449,rationale,False
the,DET,,the,1,[32],50449,rationale,False
colony,NOUN,,colony,1,[33],50449,rationale,True
=,NOUN,,=,1,[34],50449,rationale,True
*,NOUN,,*,1,[36],50449,rationale,True
=,NUM,,=,1,[38],50449,rationale,False
.,PUNCT,,.,0,[40],50449,rationale,False
"
",SPACE,,"
",0,[41],50449,rationale,False
Number,NOUN,,number,1,[42],50449,rationale,True
of,ADP,,of,1,[43],50449,rationale,False
uneducated,ADJ,,uneducated,1,[44],50449,rationale,True
women,NOUN,,woman,1,[45],50449,rationale,True
in,ADP,,in,1,[46],50449,rationale,False
the,DET,,the,1,[47],50449,rationale,False
colony,NOUN,,colony,1,[48],50449,rationale,True
=,NOUN,,=,1,[49],50449,rationale,True
*,SYM,,*,1,[51],50449,rationale,False
=,SYM,,=,1,[53],50449,rationale,False
.,PUNCT,,.,0,[55],50449,rationale,False
"
",SPACE,,"
",0,[56],50449,rationale,False
Number,NOUN,,number,1,[57],50449,rationale,True
of,ADP,,of,1,[58],50449,rationale,False
educated,VERB,,educate,1,[59],50449,rationale,True
persons,NOUN,,person,1,[60],50449,rationale,True
in,ADP,,in,1,[61],50449,rationale,False
the,DET,,the,1,[62],50449,rationale,False
colony,NOUN,,colony,1,[63],50449,rationale,True
=,NOUN,,=,1,[64],50449,rationale,True
/35,PUNCT,,/35,0,[66],50449,rationale,False
*,PUNCT,,*,0,[67],50449,rationale,False
=,SYM,,=,1,[69],50449,rationale,False
.,PUNCT,,.,0,[71],50449,rationale,False
"
",SPACE,,"
",0,[72],50449,rationale,False
As,SCONJ,,as,1,[73],50449,rationale,False
females,NOUN,,female,1,[75],50449,rationale,True
are,AUX,,be,1,[76],50449,rationale,False
educated,VERB,,educate,1,[77],50449,rationale,True
",",PUNCT,,",",0,[78],50449,rationale,False
remaining,VERB,,remain,1,[79],50449,rationale,True
educated,VERB,,educate,1,[81],50449,rationale,True
persons,NOUN,,person,1,[82],50449,rationale,True
must,AUX,,must,1,[83],50449,rationale,False
be,AUX,,be,1,[84],50449,rationale,False
men,NOUN,,man,1,[85],50449,rationale,True
.,PUNCT,,.,0,[86],50449,rationale,False
"
",SPACE,,"
",0,[87],50449,rationale,False
Number,NOUN,,number,1,[88],50449,rationale,True
of,ADP,,of,1,[89],50449,rationale,False
uneducated,ADJ,,uneducated,1,[90],50449,rationale,True
men,NOUN,,man,1,[91],50449,rationale,True
in,ADP,,in,1,[92],50449,rationale,False
the,DET,,the,1,[93],50449,rationale,False
colony,NOUN,,colony,1,[94],50449,rationale,True
=,NOUN,,=,1,[95],50449,rationale,True
=,NUM,,=,1,[99],50449,rationale,False
.,PUNCT,,.,0,[101],50449,rationale,False
"
",SPACE,,"
",0,[102],50449,rationale,False
Number,NOUN,,number,1,[103],50449,rationale,True
of,ADP,,of,1,[104],50449,rationale,False
educated,VERB,,educate,1,[105],50449,rationale,True
men,NOUN,,man,1,[106],50449,rationale,True
and,CCONJ,,and,1,[107],50449,rationale,False
uneducated,ADJ,,uneducated,1,[108],50449,rationale,True
men,NOUN,,man,1,[109],50449,rationale,True
are,AUX,,be,1,[110],50449,rationale,False
in,ADP,,in,1,[111],50449,rationale,False
the,DET,,the,1,[112],50449,rationale,False
ratio,NOUN,,ratio,1,[113],50449,rationale,True
:,SYM,,:,1,[115],50449,rationale,False
i.e.,X,,i.e.,1,[117],50449,rationale,False
",",PUNCT,,",",0,[118],50449,rationale,False
.,PUNCT,,.,0,[120],50449,rationale,False
"
",SPACE,,"
",0,[121],50449,rationale,False
Answer,NOUN,,answer,1,[122],50449,rationale,True
:,PUNCT,,:,0,[123],50449,rationale,False
A,PRON,,a,1,[124],50449,rationale,False
Original,ADJ,,original,1,[0],88412,rationale,True
visual,ADJ,,visual,1,[1],88412,rationale,True
range,NOUN,,range,1,[2],88412,rationale,True
=,VERB,,=,1,[3],88412,rationale,True
"
",SPACE,,"
",0,[6],88412,rationale,False
New,ADJ,,new,1,[7],88412,rationale,True
visual,ADJ,,visual,1,[8],88412,rationale,True
range,NOUN,,range,1,[9],88412,rationale,True
=,PROPN,,=,1,[10],88412,rationale,True
km,NOUN,,km,1,[12],88412,rationale,True
"
",SPACE,,"
",0,[13],88412,rationale,False
Percent,PROPN,,Percent,1,[14],88412,rationale,True
increase,NOUN,,increase,1,[15],88412,rationale,True
in,ADP,,in,1,[16],88412,rationale,False
the,DET,,the,1,[17],88412,rationale,False
visual,ADJ,,visual,1,[18],88412,rationale,True
range,NOUN,,range,1,[19],88412,rationale,True
by,ADP,,by,1,[20],88412,rationale,False
using,VERB,,use,1,[21],88412,rationale,True
the,DET,,the,1,[22],88412,rationale,False
telescope,NOUN,,telescope,1,[23],88412,rationale,True
"
",SPACE,,"
",0,[24],88412,rationale,False
=,PUNCT,,=,0,[25],88412,rationale,False
(,PUNCT,,(,0,[26],88412,rationale,False
150-60)/60,NUM,,150-60)/60,1,[27],88412,rationale,False
*,NUM,,*,1,[28],88412,rationale,False
"
",SPACE,,"
",0,[31],88412,rationale,False
=,NOUN,,=,1,[32],88412,rationale,True
*,SYM,,*,1,[34],88412,rationale,False
"
",SPACE,,"
",0,[37],88412,rationale,False
=,X,,=,1,[38],88412,rationale,False
"
",SPACE,,"
",0,[41],88412,rationale,False
Answer,PROPN,,Answer,1,[42],88412,rationale,True
E,PROPN,,E,1,[43],88412,rationale,True
When,SCONJ,,when,1,[0],76766,rationale,False
it,PRON,,it,1,[1],76766,rationale,False
comes,VERB,,come,1,[2],76766,rationale,True
to,ADP,,to,1,[3],76766,rationale,False
averages,NOUN,,average,1,[4],76766,rationale,True
",",PUNCT,,",",0,[5],76766,rationale,False
we,PRON,,we,1,[6],76766,rationale,False
