word,part_of_speech,category,meaning,question_id,live,double
%,NOUN,Technical Term,Percentage,83902,,
1800,NUM,MONEY,Amount of money,83902,,
2025,NUM,MONEY,Amount of money,83902,,
225,NUM,MONEY,Amount of money,83902,,
3600,NUM,MONEY,Amount of money,83902,,
@25,ADJ,Technical Term,Interest rate percentage,83902,,
C.I.,PROPN,Technical Term,Compound Interest,83902,,
S.I.,PROPN,Technical Term,Simple Interest,83902,,
compound,ADJ,Technical Term,Interest calculation type,83902,,
difference,NOUN,General Concepts,Discrepancy between values,83902,,
interest,NOUN,technical term,Finance,83902,,
simple,ADJ,technical term,Financial calculation method,83902,,
sum,NOUN,technical term,Total amount of money,83902,,
be,VERB,,exist/become (present state),73290,,
correct,ADJ,,matching the truth or facts,73290,,
deduct,VERB,,to take away/subtract,73290,,
many,ADJ,,large quantity,73290,,
question,NOUN,,inquiry seeking information.,73290,,
score,NOUN,,amount of points/achievements achieved in a competition.,73290,,
so,ADV,,consequently/therefore,73290,,
=,VERB,,,73290,,
answer,NOUN,,,73290,,
award,VERB,,,73290,,
total,NOUN,,large number,73290,,
x,NOUN,technical term,unknown quantity,73290,,
x=130,PROPN,numerical value,correct answer,73290,,
sukanya,NOUN,individual name,,73290,,
then,ADV,,,73290,,
wrong,ADJ,,,73290,,
Income,PROPN,"Organization Name, Technical Term",Financial Return,93107,,
Market,PROPN,Technical Term,Financial Exchange,93107,,
Required,PROPN,Technical Term,Obligatory Amount,93107,,
Rs,PROPN,"NORP, ORG",Currency Symbol,93107,,
Rs.100,PROPN,Organization Name,Nominal Value,93107,,
Rs.15000,PROPN,Organization Name,Target Investment,93107,,
%,NOUN,technical term,Percentage,93107,,
.,PROPN,individual name,Represents the end of a sentence,93107,,
=,NOUN,technical term,Symbol indicating equality in an equation,93107,,
90/30Ã—500,NOUN,Technical Term,Calculation representing an investment amount,93107,,
Rs.30,NOUN,Technical Term,Monetary amount,93107,,
Rs.90,PROPN,Technical Term,Unit of Currency Value,93107,,
Value,PROPN,Technical Term,Monetary Worth,93107,,
explanation,NOUN,Technical Term,Clarification or Description,93107,,
face,NOUN,Technical Term,Assumed Value,93107,,
"ie,30",NOUN,Technical Term,Percentage Representation,93107,,
income,NOUN,Technical Term,Regular Earnings,93107,,
investment,NOUN,Technical Term,Financial Allocation,93107,,
give,VERB,,,93107,,
here,ADV,,,93107,,
make,VERB,technical term,Generate or achieve a specific financial outcome.,93107,,
obtain,VERB,technical term,Acquire a desired income through investment.,93107,,
order,NOUN,technical term,A financial arrangement for generating income.,93107,,
question,NOUN,organization name,A company or entity specializing in financial matters (referring to the organization 'Question' if it exists).,93107,,
r,NOUN,technical term,"Represents a monetary value unit (e.g., Rupee or Renminbi).",93107,,
rs.1500,NOUN,individual name,A hypothetical individual known as 'Rs.1500'.,93107,,
stock,NOUN,technical term,Securities representing ownership in a company.,93107,,
take,VERB,technical term,"To acquire or assume something (in this context, an investment position).",93107,,
value,NOUN,technical term,The monetary worth of an asset.,93107,,
Cool,ADJ,Technical Term,Describes the level of difficulty or interest,49178,,
age,NOUN,Technical Term,Period of time in life during which individual exhibits certain characteristics and capabilities,49178,,
determine,VERB,Technical Term,"Establish or ascertain a specific outcome, value, or truth through analysis or calculation",49178,,
plus,VERB,Mathematical Operation,"Add to, increase by.",49178,,
Joey,PROPN,Individual Name,Student at a psychology school,49178,,
again,ADV,,Repeat action,49178,,
be,VERB,,Exist or happen,49178,,
calculate,VERB,,Determine a numerical value,49178,,
come,VERB,,Approach or occur in the future,49178,,
currently,ADV,,At present time,49178,,
double,VERB,,Multiply by two,49178,,
eat,VERB,,Consume food,49178,,
end,NOUN,,"Conclusion, termination",49178,,
equal,VERB,,Be the same as,49178,,
find,VERB,,"Discover, locate",49178,,
first,ADJ,,"Initial, foremost",49178,,
following,ADJ,,"Subsequent, next",49178,,
give,VERB,,"Provide, bestow",49178,,
go,VERB,,Move towards a destination,49178,,
grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,,
here,ADV,,location,49178,,
information,NOUN,,facts and details,49178,,
instruction,NOUN,technical term,directions or rules,49178,,
let,VERB,,to permit or allow,49178,,
lot,NOUN,,a large amount,49178,,
main,ADJ,,most important,49178,,
mean,VERB,,to intend or signify,49178,,
method,NOUN,technical term,a way of doing something,49178,,
now,ADV,,at this time,49178,,
on,ADV,,in or onto a surface,49178,,
previous,ADJ,technical term,Refers to a value or state from a prior time period,49178,,
psychology,NOUN,technical term,The scientific study of the mind and behavior,49178,,
question,NOUN,common noun,A request for information or an inquiry,49178,,
school,NOUN,organization name,An institution of learning,49178,,
score,VERB,common verb,To achieve a certain level or result,49178,,
slow,ADV,technical term,To proceed at a gradual pace,49178,,
so,ADV,common adverb,As a consequence,49178,,
student,NOUN,individual name,A learner at school,49178,,
tackle,VERB,common verb,To address or deal with,49178,,
technically,ADV,technical term,In a precise or literal manner ,49178,,
then,ADV,Time,Referring to a subsequent time or point in progression.,49178,,
therefore,ADV,Logical Consequence,Indicating a conclusion drawn from preceding statements or evidence.,49178,,
want,VERB,Desire,To have a wish or strong desire for something.,49178,,
year,NOUN,Time,A period of 365 days.,49178,,
*,SYMBOL,Technical Term,Mathematical Multiplication,88018,,
Explanation,NOUN,Individual Name,The Provided Textual Explanation ,88018,,
come,VERB,Technical Term,Numerical Operation in a Series,88018,,
follow,VERB,Technical Term,Successive Order in a Number Series,88018,,
mark,NOUN,Technical Term,Indicator/Signifier in a Numerical Sequence,88018,,
number,NOUN,Technical Term,"Quantity, Value within a Series",88018,,
place,NOUN,Technical Term,Position/Location in a Series Sequence,88018,,
question,NOUN,Technical Term,Uknown Element in the Given Series.,88018,,
series,NOUN,Technical Term,Ordered List/Sequence of Numbers,88018,,
L,PROPN,Technical Term,Variable representing a value,11163,,
3c,ADJ,Technical Term,Represents a quantity or condition,11163,,
=,NOUN,Technical Term,Indicates an equivalence relation,11163,,
C,PROPN,Technical Term,Variable representing a value,11163,,
Claire,PROPN,Individual Name,A person's name,11163,,
Lisa,PROPN,Individual Name,A person's name,11163,,
Robert,PROPN,Individual Name,A person's name,11163,,
as,ADV,,Indicates a comparison or similarity,11163,,
c,NOUN,Technical Term,Represents a quantity or condition,11163,,
many,ADJ, ,Quantity,11163,,
more,ADJ, ,Greater amount or number,11163,,
number,NOUN,Technical Term,Amount of Items,11163,,
photo,NOUN, ,Visual representation,11163,,
r,NOUN,Technical Term,Variable/Unknown Quantity,11163,,
same,ADJ, ,Equal in attributes,11163,,
school,NOUN,Organization Name,Educational Institution,11163,,
take,VERB, ,Action of Capture/Acquisition,11163,,
time,NOUN,Technical Term,Duration/Measure of Change,11163,,
trip,NOUN, ,Journey/ Excursion,11163,,
minute,NOUN,TIME,Unit of time,85741,,
patient,NOUN,,,85741,,
=,"VERB, NOUN",MATHEMATICAL OPERATION,Comparison or calculation,85741,,
give,VERB,ACTION,To provide or administer,85741,,
last,VERB,DURATION,To continue or remain in effect,85741,,
pill,NOUN,MEDICATION,A small dose of medicine in tablet form,85741,,
long,ADV,,,85741,,
require,VERB,organization name,Medical Process,85741,,
run,VERB,technical term,Medicine Duration,85741,,
take,VERB,organization name,Medical Administration,85741,,
the zero minute,DET,TIME,Medication Start Time,85741,,
then,ADV,technical term,Time Interval,85741,,
+,SYM,,Plus sign,14727,,
-ve,ADJ,,Negative value,14727,,
as,ADV,,In the same way or manner,14727,,
CANNOT,VERB,,Impossibility,14727,,
II,NUM,Technical Term,Ordinal number 2 (statement),14727,,
III,NUM,Technical Term,Ordinal number 3 (statement),14727,,
K=1,PROPN,Technical Term,Condition where K equals 1,14727,,
True,PROPN,,(statement indicating truth),14727,,
consecutive,ADJ,technical term,Sequence of numbers following a specific order.,14727,,
early,ADV,,In reference to time (multiple possible),14727,,
follow,VERB,,To act in accordance with (multiple possible),14727,,
have,VERB,,To possess or own (multiple possible),14727,,
high,ADJ,,Relating to a great degree (multiple possible),14727,,
i.,NOUN,Individual Name,Refers to a specific person (multiple possible),14727,,
integer,NOUN,Technical Term,A whole number (multiple possible),14727,,
k,PROPN,Individual Name,Refers to a specific person (multiple possible),14727,,
k=1,PROPN,Individual Name,Refers to a specific person (multiple possible),14727,,
k=3,NOUN,Technical Term,A specific quantity in the context (mathematical use),14727,,
least,ADJ,multiple possible,Smallest,14727,,
low,ADJ,multiple possible,"Smaller'},  { ",14727,,
large,ADJ,  ,Describes a quantity or size that is greater than normal.,14727,,
negative,ADJ,  ,"Having a value less than zero, expressing lack or absence of something positive.",14727,,
never,ADV,  ,Expresses an absolute denial of an event or state occurring.,14727,,
number,NOUN,,A mathematical concept representing quantity.,14727,,
only,ADV,,"Exclusively, without anything else present or considered.",14727,,
positive,ADJ,  ,"Having a value greater than zero, expressing affirmation or likelihood. ",14727,,
product,NOUN,Technical Term,The result of multiplying two or more numbers together.,14727,,
small,ADJ,  ,Describes a quantity or size that is less than normal.,14727,,
sum,NOUN,technical term,Mathematics: the total result of adding numbers together,14727,,
true,ADJ,technical term,Logic: a statement that accurately reflects reality,14727,,
well,ADV,,In good condition; successfully,14727,,
≥,PROPN,technical term,Mathematics: 'greater than or equal to',14727,,
state,VERB,Technical Term,Describes a condition or situation,14727,,
then,ADV,,Indicates a consequence or following event,14727,,
time,NOUN,Technical Term,A dimension in which events occur in sequence,14727,,
-c,PROPN,technical term,Negative value of coordinate c,69576,,
-d,PROPN,technical term,Negative value of coordinate d,69576,,
"0,which",NOUN,technical term,Coordinate combination indicating a specific location,69576,,
P=(c,PROPN,technical term,"Point P with coordinates (c, d)",69576,,
QII,PROPN,organization name,Quadrant II within a coordinate plane,69576,,
QIII,PROPN,organization name,Quadrant III within a coordinate plane,69576,,
QIV,PROPN,individual name,Quadrant IV within a coordinate plane,69576,,
Vertex,PROPN,technical term,Corner point on a geometric shape,69576,,
Vertex #1,PROPN,GPE,Specific vertex within a geometric figure (likely square based on context),69576,,
Vertex #3,PROPN,GPE,Specific vertex within a geometric figure (likely square based on context),69576,,
anegativenumber,PROPN,Technical Term,Represents a negative numerical value,69576,,
c,"PROPN, NOUN",Organization Name,Defines the x-coordinate within the square,69576,,
certain,ADJ,Technical Term,Indicates a specific attribute or characteristic of the square,69576,,
d,PROPN,Organization Name,Defines the y-coordinate within the square,69576,,
follow,VERB,Technical Term,Indicates to trace or adhere to a pattern,69576,,
is,ADV,Technical Term,Explains the relationships between coordinates and quadrants,69576,,
mark,VERB,Technical Term,Identifies a specific point on a diagram,69576,,
mean,VERB,Technical Term,Calculate the average or central value of coordinates ,69576,,
negative,ADJ,Technical Term,Describes a number less than zero,69576,,
number,NOUN,Technical Term,Represents a mathematical quantity,69576,,
p,NOUN,Organization Name,Point,69576,,
part,NOUN,Technical Term,Portion,69576,,
point,NOUN,Technical Term,Coordinate on a plane,69576,,
positive,ADJ,Technical Term,Greater than zero,69576,,
quadrant,NOUN,Technical Term,Section of a plane,69576,,
question,NOUN,General Concept,Inquiry,69576,,
red,ADJ,Technical Term,Highlighting,69576,,
same,ADJ,General Concept,Equal,69576,,
seem,VERB,General Concept,Suggest,69576,,
square,NOUN,Technical Term,Geometric shape,69576,,
that,ADV,technical term,indicates a point in space or geometry,69576,,
tricky,ADJ,general concept,difficult to understand or solve,69576,,
vertex,NOUN,technical term,corner point of a geometric shape,69576,,
x,"PROPN, NOUN",variable,represents a horizontal position,69576,,
xy,PROPN,technical term,denotes a two-dimensional plane,69576,,
xy-plane,PROPN,technical term,a flat surface where x and y axes intersect,69576,,
y,PROPN,variable,represents a vertical position,69576,,
*,NOUN,Technical Term,Multiplication,36939,,
=,PROPN,Organization Name,Equality,36939,,
Taylor,PROPN,Individual Name,Person,36939,,
^,NOUN,Technical Term,Exponential Operation,36939,,
attempt,VERB,Action,Try,36939,,
basket,NOUN,Technical Term,Container,36939,,
basketball,NOUN,Technical Term,Sport Equipment,36939,,
bear,PROPN,Individual Name,Animal,36939,,
carnival,NOUN,Organization Name,Event,36939,,
exactly,ADV,Technical Term,Precisely,36939,,
probability,NOUN,technical term,Measure of likelihood for an event,36939,,
make,VERB,,To succeed in an attempt,36939,,
go,VERB,organization name,"Motion, Action",36939,,
hoop,NOUN,technical term,Sporting Equipment Basket,36939,,
hope,VERB,organization name,To Wish for Something,36939,,
require,VERB,,"Need, Dependence",36939,,
same,ADJ,organization name,"Similar, Identical",36939,,
shoot,VERB,technical term,To Aim and Throw,36939,,
small,ADJ,,"Tiny, Limited in Size",36939,,
tall,ADJ,,"Elevated, Considerable Height",36939,,
teddy,NOUN,Organization Name,"Toy, Prize",36939,,
try,VERB,None,Attempt,36939,,
win,VERB,None,Achieve Success,36939,,
year,NOUN,Technical Term,Period of Time,36939,,
/,NOUN,technical term,unit separator,77707,,
85/3,PROPN,measurement,speed in meters per second,77707,,
=,PROPN,operation,"equals sign, denoting equivalence",77707,,
Speed=(102∗5/18)m,PROPN,technical term,speed in meters per second,77707,,
car,NOUN,object,vehicle,77707,,
explanation,NOUN,concept,description or justification,77707,,
hr,NOUN,measurement,hours,77707,,
m,PROPN,unit of measurement,meters,77707,,
meter,NOUN,measurement,length unit,77707,,
move,NOUN,action,change position,77707,,
sec,PROPN,ORG,Unit of time,77707,,
second,ADV,,Time duration,77707,,
speed,NOUN,Technical Term,Rate of change in velocity,77707,,
8x/9,NOUN,technical term,Calculation result,30284,,
Exp,PROPN,organization name,Expenditure,30284,,
average,ADJ,technical term,Mean value,30284,,
expenditure,NOUN,technical term,Spending amount,30284,,
go,VERB,,Action of movement,30284,,
hotel,NOUN,organization name,Accommodation,30284,,
let,VERB,,Permission,30284,,
meal,NOUN,technical term,Food intake,30284,,
money,NOUN,technical term,Medium of exchange,30284,,
=,SYMBOL,technical term,Represents equality in a mathematical equation.,30284,,
r 12,NOUN,Product,Monetary amount,30284,,
spend,VERB, ,To allocate money for something,30284,,
then,ADV, ,At that time or point in the sequence of events,30284,,
total,ADJ, ,The sum of all parts,30284,,
x,PROPN,Product,Representing an unknown value or quantity,30284,,
x/9,PROPN,Product,A specific fraction of 'x',30284,,
more,ADJ, ,,30284,,
person,NOUN,Individual Name,,30284,,
take,VERB, ,,30284,,
answer,NOUN,Technical Term,Solution to a problem or question,72282,,
be,VERB,Technical Term,"Exist, have a state of being",72282,,
become,VERB,Technical Term,Undergo a transformation or change,72282,,
current,ADJ,Technical Term,"Present, existing now",72282,,
currently,ADV,Technical Term,At the present time,72282,,
d,ADJ,Unknown,Unclear meaning from context,72282,,
double,VERB,Technical Term,Multiply by two,72282,,
doubled=24,PROPN,Unknown,Unclear meaning from context,72282,,
enter,VERB,Technical Term,Come into a space,72282,,
give,VERB,Technical Term,"Provide, present",72282,,
have,VERB,technical term,Possess,72282,,
initially,ADV,,At the beginning,72282,,
leave,VERB,,Depart,72282,,
let,VERB,,Allow,72282,,
man,NOUN,individual name,Male human,72282,,
many,ADJ,technical term,Large quantity,72282,,
mean,VERB,,Average,72282,,
now,ADV,,At the present time,72282,,
number,NOUN,technical term,Quantity,72282,,
number=5,PROPN,,Specific quantity,72282,,
ratio,NOUN,technical term,Proportion or comparative measurement,72282,,
room,NOUN,organization name,Space enclosed within walls,72282,,
strength,NOUN,technical term,Power or ability,72282,,
tell,VERB,,Convey information,72282,,
then,ADV,,Subsequent event or time,72282,,
woman,NOUN,individual name,Female human being,72282,,
x=3,PROPN,technical term,Mathematical equation,72282,,
=,VERB,,Represents equivalence or allocation,30265,,
A,PROPN,Individual Name,Person working on the project,30265,,
B,PROPN,Individual Name,Person working on the project,30265,,
X,PROPN,Variable,Represents the number of days for project completion,30265,,
amount,NOUN,,Quantity of work done,30265,,
complete,VERB,,Achieve completion (work or task),30265,,
day,NOUN,,Unit of time,30265,,
do,VERB,,Perform an action or task,30265,,
let,VERB,,Permit or allow,30265,,
work,"NOUN, VERB",technical term,Effort exerted in a task or project,30265,,
project,NOUN,technical term,A planned undertaking or task requiring effort,30265,,
quit,NOUN,technical term,To cease participation in a project or endeavor,30265,,
x,PROPN,Technical Term,Variable representing the number of days to complete the project,30265,,
x-10,PROPN,Technical Term,The amount of work done by A,30265,,
many,ADJ,,,30265,,
same,ADJ,,,30265,,
start,VERB,,,30265,,
take,VERB,,,30265,,
together,ADV,,,30265,,
x/30,NOUN,Technical Term,Represents the work done by an individual in a specific time frame (days),30265,,
12 p.m,NOUN,TIME,Clock Time,95704,,
25 minute,NOUN,TIME,Duration,95704,,
260 minute,NOUN,TIME,Duration,95704,,
39 minute,NOUN,TIME,Duration,95704,,
4 hour 20 minute,NOUN,TIME,Duration,95704,,
5 minute,NOUN,TIME,Duration,95704,,
=,VERB,,Equivalence,95704,,
be,VERB,,Exist,95704,,
break,NOUN,ACTION,Interruption,95704,,
college,NOUN,ORGANIZATION,Institution of Learning,95704,,
duration,NOUN,technical term,Time period,95704,,
explanation,NOUN,technical term,Description or interpretation,95704,,
lecture,NOUN,technical term,Educational talk or class,95704,,
p.m.,NOUN,technical term,Afternoon time indicator,95704,,
find,VERB,,,95704,,
give,VERB,,,95704,,
hence,ADV,,,95704,,
hold,VERB,,,95704,,
number,NOUN,,,95704,,
spend,VERB,,,95704,,
student,NOUN,individual name,A person attending college,95704,,
time,NOUN,technical term,Duration or span of an event,95704,,
timing,NOUN,technical term,Schedule or arrangement of events over time,95704,,
total,ADJ,technical term,Comprehensive or inclusive amount,95704,,
away,ADV,Technical Term,Quantitative Change,94652,,
carve,VERB,Technical Term,Material Transformation,94652,,
complete,VERB,Technical Term,Terminal State,94652,,
cut,VERB,Technical Term,Material Removal,94652,,
final,ADJ,Technical Term,End Point,94652,,
marble,NOUN,Material,Physical Substance,94652,,
original,ADJ,Technical Term,Starting Point,94652,,
piece,NOUN,Organizational Unit,Subdivision,94652,,
remainder,NOUN,Technical Term,Quantifiable Change,94652,,
sculptor,NOUN,Individual Name,Artisan Role,94652,,
statue,NOUN,Technical Term,Art Sculpture,94652,,
weight,NOUN,Technical Term, heaviness,94652,,
weigh,VERB,,,94652,,
cube,NOUN,technical term,mathematical operation,93830,,
difference,NOUN,technical term,result of subtraction,93830,,
integer,NOUN,technical term,whole number,93830,,
sum,NOUN,technical term,result of addition,93830,,
great,ADJ,,,93830,,
number,NOUN,,,93830,,
positive,ADJ,,,93830,,
V,PROPN,Technical Term,Volume,48338,,
amount,NOUN,,Quantity,48338,,
make,VERB,,Create,48338,,
milliliter,NOUN,Technical Term,Unit of Volume,48338,,
ml,NOUN,Technical Term,Milliliter,48338,,
need,VERB,,Requirement,48338,,
new,ADJ,,"Fresh, Recently Created",48338,,
add,VERB,,,48338,,
let,VERB,,,48338,,
much,ADJ,,,48338,,
original,ADJ,,solution,48338,,
solution,NOUN,technical term,mixture of substances,48338,,
sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,,
v=320,NOUN,,volume of solution,48338,,
volume,NOUN,technical term,amount of space occupied by a substance,48338,,
water,NOUN,technical term,transparent odorless liquid essential for life,48338,,
coin,NOUN,technical term,Currency,86193,,
flip,"VERB, NOUN",technical term,Act of tossing a coin to determine an outcome,86193,,
land,VERB,technical term,The result of the coin toss (Heads or Tails),86193,,
probability,NOUN,technical term,Quantifying chance or likelihood of an event,86193,,
tail,NOUN,technical term,One possible outcome of a coin toss,86193,,
time,NOUN,technical term,A unit for measuring events or duration,86193,,
last,ADJ,technical term,Referring to the final or most recent item in a sequence,86193,,
24,NUM,MONEY,Price or cost of something,78536,,
also,ADV,,In addition to what has already been mentioned,78536,,
apiece,ADV,,Each individually,78536,,
carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,,
cost,"NOUN, VERB",,The amount of money that something is worth or the price that is paid for it,78536,,
cover,VERB,,To place over something so as to shield or protect it,78536,,
floor,NOUN,,The bottom surface of a room or building,78536,,
floor(24,PROPN,Technical Term,Specific type of floor covering,78536,,
floor(64,NOUN,,A specific measurement for a floor,78536,,
length,NOUN,,The distance between two points measured in a straight horizontal or vertical line.,78536,,
m,"NOUN, PROPN, ADV",technical term,unit of measurement,78536,,
measure,"VERB, NOUN",technical term,to determine the size or extent of something,78536,,
multiple,NOUN,mathematical term,a number that can be exactly divided by another number,78536,,
number,NOUN,mathematical term,a quantity,78536,,
rectangular,ADJ,geometric term,having four sides and four right angles,78536,,
side,NOUN,geometric term,one of the edges or boundaries of a shape,78536,,
square,"NOUN, VERB",geometric term,a shape with four equal sides and four right angles,78536,,
need,VERB,,,78536,,
so,ADV,,,78536,,
square(8,PROPN,,,78536,,
total,ADJ,Other,Summation,78536,,
width,NOUN,Technical Term,Dimension,78536,,
cyclic,ADJ,technical term,repeating pattern,66930,,
hand,NOUN,technical term,action of greeting,66930,,
handshake,NOUN,technical term,greeting with hands,66930,,
here,ADV,none,in this location,66930,,
linear,ADJ,technical term,sequential arrangement,66930,,
many,ADJ,none,a large number,66930,,
n-1,NOUN,technical term,one less than a given number,66930,,
pair,NOUN,technical term,two items together,66930,,
people,NOUN,none,humans,66930,,
possible,ADJ,none,capable of happening,66930,,
sequence,NOUN,technical term,Series of events or actions,66930,,
shake,"NOUN, VERB",technical term,An act of greeting with raised hands,66930,,
so,ADV,,,66930,,
there,ADV,,,66930,,
together,ADV,,,66930,,
=,SYMBOL,TECHNICAL TERM,Equality,5418,,
Solve,VERB,TECHNICAL TERM,To find a solution,5418,,
bag,NOUN,TECHNICAL TERM,Container,5418,,
coin,NOUN,TECHNICAL TERM,Currency,5418,,
form,NOUN,TECHNICAL TERM,Shape or structure,5418,,
hence,ADV,,Therefore,5418,,
be,VERB,,,5418,,
fill,VERB,,,5418,,
give,VERB,,,5418,,
know,VERB,,,5418,,
ratio,NOUN,technical term,relationship between quantities,5418,,
number,NOUN,higher-level concept,"quantity, amount",5418,,
total,ADJ,higher-level concept,"sum, complete amount",5418,,
write,VERB,,express,5418,,
nickel,NOUN,technical term,Currency,5418,,
nickle,NOUN,technical term,Currency,5418,,
penny,NOUN,technical term,Currency,5418,,
many,ADJ,,,5418,,
mean,NOUN,,,5418,,
there,ADV,,,5418,,
x,VAR,technical term,Represents an unknown number,5418,,
×,MATH,technical term,Multiplication operator,5418,,
/,NOUN,technical term,Division operator,16576,,
anywhere,ADV,Location,In any place or direction,16576,,
circular,ADJ,technical term,Shaped like a circle,16576,,
direction,NOUN,general concept,The path or course that something travels,16576,,
hr,NOUN,technical term,Hour,16576,,
length,NOUN,general concept,The extent of something's size or length,16576,,
m,NOUN,technical term,Meter,16576,,
meet,VERB,General Action,To come together at or to the same place,16576,,
move,VERB,General Action,To change position or location,16576,,
27 second,NUM,TIME,,16576,,
opposite,ADJ,,Direction,16576,,
person,NOUN,Individual Name,Human Being,16576,,
point,NOUN,,Location,16576,,
relative,ADJ,,Comparison,16576,,
run,VERB,,Movement,16576,,
same,ADJ,,Equality,16576,,
simultaneously,ADV,,Time,16576,,
speed,NOUN,Technical Term,Velocity,16576,,
start,VERB,,Beginning,16576,,
take,VERB,,Action,16576,,
time,NOUN,technical term,duration,16576,,
track,NOUN,technical term,circuit for running or moving,16576,,
Explanation,NOUN,Technical Term,Describing a process or reason for something,73670,,
nCr,ADJ,Technical Term,Formula for combinations in mathematics,73670,,
combination,NOUN,Technical Term,Selection of items from a set in a particular order.,73670,,
evaluate,VERB,,To determine the value or significance of something,73670,,
=,"NOUN, PROPN",Other,Represents equality or equivalence.,73670,,
=,VERB,,Comparison,59278,,
Time,NOUN,TIME,Concept of duration,59278,,
be,VERB,,Existence,59278,,
bridge,NOUN,,Structure,59278,,
cross,VERB,,Movement over,59278,,
hr,NOUN,TIME,Unit of time (hour),59278,,
length,NOUN,,Dimension,59278,,
let,VERB,,Allowance,59278,,
long,ADJ,,Duration,59278,,
m,PROPN,Individual Name,Unit of measurement,59278,,
m.,NOUN,Technical Term,Abbreviation for meters,59278,,
metre,NOUN,Technical Term,Unit of length,59278,,
sec,PROPN,ORG,Abbreviation for seconds,59278,,
speed,NOUN,Technical Term,Measure of how fast something is moving,59278,,
then,ADV,General,Indicates a sequence of events,59278,,
train,NOUN,Technical Term,A vehicle used for transportation on rails,59278,,
travel,VERB,General,The act of going from one place to another,59278,,
x)/30,PROPN,Technical Term,Mathematical representation of a variable,59278,,
as,ADV,  ,comparison,61759,,
different,ADJ,  ,variation,61759,,
find,"VERB, NOUN",  ,discover,61759,,
have,VERB,  ,possession,61759,,
individual,ADJ,  ,unique instance,61759,,
look,VERB,  ,examine,61759,,
make,VERB,  ,construct,61759,,
mean,VERB,  ,indicate,61759,,
minimum,ADJ,  ,least amount,61759,,
people,NOUN,  ,human beings,61759,,
person,NOUN,Individual Name,A human being,61759,,
possible,ADJ,Technical Term,Able to occur or be achieved,61759,,
practice,NOUN,Technical Term,A repeated activity aimed at improving a skill,61759,,
range,NOUN,Technical Term,A set of values within which something falls,61759,,
score,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,,
set,NOUN,Technical Term,A collection of items or things,61759,,
simply,ADV,,In a manner that is straightforward or uncomplicated,61759,,
small,ADJ,,Of relatively little size or extent,61759,,
take,VERB,,"To perform an action, especially in the form of a test",61759,,
test,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,,
test-takers,NOUN,Individual Name,A person who takes a test.,61759,,
+,SYMBOL,TECHNICAL TERM,Mathematical Operation,37815,,
1800,NUM,MONEY,Financial Value,37815,,
2020,NUM,MONEY,Financial Value,37815,,
220,NUM,MONEY,Financial Value,37815,,
Price,NOUN,TECHNICAL TERM,Monetary Value Associated with Goods or Services,37815,,
Profit,NOUN,TECHNICAL TERM,Financial Gain,37815,,
Ron,PROPN,PERSON,Individual Name,37815,,
Selling,VERB,ACTION,Transaction Involving Exchange of Goods or Services,37815,,
cost,NOUN,TECHNICAL TERM,Expenditure Involved in Production or Acquisition of Something,37815,,
cycle,NOUN,TECHNICAL TERM,Repetitive Sequence of Events or Stages,37815,,
profit,NOUN,,Financial gain,37815,,
sell,VERB,,To exchange goods or services for money,37815,,
want,VERB,,Desire,37815,,
worth,ADJ,,Value,37815,,
have,VERB,,,37815,,
price,NOUN,,,37815,,
answer,NOUN,technical term,Solution or result,581,,
certain,ADJ,general concept,Defining a characteristic or quality,581,,
country,NOUN,organization name,Sovereign nation,581,,
increase,"VERB, NOUN",general concept,Growth or expansion,581,,
person,NOUN,individual name,Human being,581,,
population,NOUN,technical term,Number of inhabitants within a given area,581,,
rate,NOUN,technical term,Speed or measure of change,581,,
many,ADJ,,Large number,581,,
1 hour,NUM,TIME,Duration,581,,
every 40 second,DET,TIME,Frequency,581,,
*,NOUN,technical term,multiplication,50449,,
=,NOUN,technical term,equality,50449,,
colony,NOUN,organization name,settlement of people living together in a particular place,50449,,
educate,VERB,technical term,to give knowledge or instruction,50449,,
female,NOUN,individual name,woman,50449,,
find,VERB,technical term,determine value or solution,50449,,
man,NOUN,individual name,adult male,50449,,
number,NOUN,technical term,quantity,50449,,
person,NOUN,organization name,human being,50449,,
ratio,NOUN,technical term,comparison of quantities,50449,,
remain,VERB,Action,Continue to exist,50449,,
resident,NOUN,Individual Name,Person living in a particular place,50449,,
then,ADV,Discourse,Following events or actions,50449,,
uneducated,ADJ,Technical Term,Lacking formal education,50449,,
woman,NOUN,Individual Name,Female human being,50449,,
km,NOUN,Technical Term,Kilometer used as unit of distance,88412,,
=,"VERB, PROPN, NOUN",,,88412,,
Percent,PROPN,,,88412,,
certain,ADJ,,,88412,,
increase,"NOUN, VERB",,,88412,,
location,NOUN,,,88412,,
new,ADJ,,,88412,,
original,ADJ,,,88412,,
particular,ADJ,,,88412,,
percent,NOUN,,,88412,,
range,NOUN,technical term,Measurement of distance visual,88412,,
telescope,NOUN,technical term,Instrument used to see faraway objects,88412,,
use,VERB, ,Employ for specific purpose,88412,,
visual,ADJ,technical term,Related to sight or vision,88412,,
=,VERB,Technical Term,"Assigment, Comparison",76766,,
