lemma,word,part_of_speech,category,meaning,question_id,code
shake,shake,NOUN,technical term,An act of greeting with raised hands,66930,r012
n-1,n-1,NOUN,technical term,one less than a given number,66930,r007
linear,linear,ADJ,ORG,sequential arrangement,66930,r005
handshake,handshake,NOUN,technical term,greeting with hands,66930,r003
so,so,ADV,,,66930,r013
here,here,ADV,none,in this location,66930,r004
hand,hand,NOUN,technical term,action of greeting,66930,r002
shake,shake,NOUN,technical term,An act of greeting with raised hands,66930,r012
ratio,ratio,NOUN,technical term,relationship between quantities,5418,r017
penny,pennies,NOUN,technical term,Currency,5418,r016
nickel,nickels,NOUN,technical term,Currency,5418,r013
mean,means,NOUN,,,5418,r012
write,write,VERB,,express,5418,r020
number,number,NOUN,higher-level concept,"quantity, amount",5418,r015
penny,pennies,NOUN,technical term,Currency,5418,r016
nickel,nickels,NOUN,technical term,Currency,5418,r013
form,form,NOUN,TECHNICAL TERM,Shape or structure,5418,r007
number,number,NOUN,higher-level concept,"quantity, amount",5418,r015
penny,pennies,NOUN,technical term,Currency,5418,r016
=,=,NOUN,TECHNICAL TERM,Equality,5418,r001
number,number,NOUN,higher-level concept,"quantity, amount",5418,r015
nickel,nickels,NOUN,technical term,Currency,5418,r013
know,know,VERB,,,5418,r010
number,number,NOUN,higher-level concept,"quantity, amount",5418,r015
nickel,nickels,NOUN,technical term,Currency,5418,r013
hence,Hence,ADV,,Therefore,5418,r009
Solve,Solve,PROPN,TECHNICAL TERM,To find a solution,5418,r002
x,x,PROPN,technical term,Represents an unknown number,5418,r021
=,=,NOUN,TECHNICAL TERM,Equality,5418,r001
total,total,ADJ,higher-level concept,"sum, complete amount",5418,r019
number,number,NOUN,higher-level concept,"quantity, amount",5418,r015
coin,coins,NOUN,TECHNICAL TERM,Currency,5418,r005
give,given,VERB,,,5418,r008
=,=,NOUN,TECHNICAL TERM,Equality,5418,r001
×,×,NOUN,technical term,Multiplication operator,5418,r022
time,Time,NOUN,technical term,duration,16576,r021
take,taken,VERB,,Action,16576,r020
meet,meet,VERB,General Action,To come together at or to the same place,16576,r009
time,time,NOUN,technical term,duration,16576,r021
anywhere,anywhere,ADV,Location,In any place or direction,16576,r003
track,track,NOUN,technical term,circuit for running or moving,16576,r022
length,length,NOUN,general concept,The extent of something's size or length,16576,r007
track,track,NOUN,technical term,circuit for running or moving,16576,r022
relative,relative,ADJ,,Comparison,16576,r014
speed,speed,NOUN,Technical Term,Velocity,16576,r018
27 second,27 seconds,NUM,TIME,,16576,r002
=,=,NOUN,Other,Represents equality or equivalence.,73670,r002
=,=,PROPN,Other,Represents equality or equivalence.,73670,r002
speed,Speed,NOUN,Technical Term,Measure of how fast something is moving,59278,r015
m,m,PROPN,Individual Name,Unit of measurement,59278,r011
sec,sec,PROPN,ORG,Abbreviation for seconds,59278,r014
=,=,PROPN,,Comparison,59278,r002
m,m,PROPN,Individual Name,Unit of measurement,59278,r011
sec,sec,PROPN,ORG,Abbreviation for seconds,59278,r014
Time,Time,PROPN,TIME,Concept of duration,59278,r003
=,=,PROPN,,Comparison,59278,r002
sec,sec,PROPN,ORG,Abbreviation for seconds,59278,r014
let,Let,VERB,,Allowance,59278,r009
length,length,NOUN,,Dimension,59278,r008
bridge,bridge,NOUN,,Structure,59278,r005
be,be,VERB,,Existence,59278,r004
metre,metres,NOUN,Technical Term,Unit of length,59278,r013
then,Then,ADV,General,Indicates a sequence of events,59278,r016
x)/30,x)/30,PROPN,Technical Term,Mathematical representation of a variable,59278,r019
=,=,VERB,,Comparison,59278,r002
=,=,NOUN,,Comparison,59278,r002
m.,m.,NOUN,Technical Term,Abbreviation for meters,59278,r012
simply,simply,ADV,,In a manner that is straightforward or uncomplicated,61759,r017
look,looked,VERB,  ,examine,61759,r006
different,different,ADJ,  ,variation,61759,r002
possible,possible,ADJ,Technical Term,Able to occur or be achieved,61759,r012
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015
individual,individual,ADJ,  ,unique instance,61759,r005
test,test,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,r020
have,have,VERB,  ,possession,61759,r004
find,find,VERB,  ,discover,61759,r003
minimum,minimum,ADJ,  ,least amount,61759,r009
range,range,NOUN,Technical Term,A set of values within which something falls,61759,r014
find,find,NOUN,  ,discover,61759,r003
minimum,minimum,ADJ,  ,least amount,61759,r009
range,range,NOUN,Technical Term,A set of values within which something falls,61759,r014
have,have,VERB,  ,possession,61759,r004
make,make,VERB,  ,construct,61759,r007
set,set,NOUN,Technical Term,A collection of items or things,61759,r016
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015
as,as,ADV,  ,comparison,61759,r001
small,small,ADJ,,Of relatively little size or extent,61759,r018
possible,possible,ADJ,Technical Term,Able to occur or be achieved,61759,r012
mean,means,VERB,  ,indicate,61759,r008
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015
individual,individual,ADJ,  ,unique instance,61759,r005
person,person,NOUN,Individual Name,A human being,61759,r011
cost,Cost,NOUN,TECHNICAL TERM,Expenditure Involved in Production or Acquisition of Something,37815,r009
price,Price,NOUN,,,37815,r012
1800,1800,NUM,MONEY,Financial Value,37815,r002
profit,Profit,NOUN,,Financial gain,37815,r013
220,220,NUM,MONEY,Financial Value,37815,r004
Selling,Selling,PROPN,ACTION,Transaction Involving Exchange of Goods or Services,37815,r008
price,Price,NOUN,,,37815,r012
cost,Cost,NOUN,TECHNICAL TERM,Expenditure Involved in Production or Acquisition of Something,37815,r009
Price,Price,PROPN,TECHNICAL TERM,Monetary Value Associated with Goods or Services,37815,r005
+,+,PROPN,TECHNICAL TERM,Mathematical Operation,37815,r001
Profit,Profit,PROPN,TECHNICAL TERM,Financial Gain,37815,r006
Selling,Selling,PROPN,ACTION,Transaction Involving Exchange of Goods or Services,37815,r008
Price,Price,PROPN,TECHNICAL TERM,Monetary Value Associated with Goods or Services,37815,r005
2020,2020,NUM,MONEY,Financial Value,37815,r003
answer,Answer,NOUN,technical term,Solution or result,581,r002
number,Number,NOUN,technical term,quantity,50449,r008
man,men,NOUN,individual name,adult male,50449,r007
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
=,=,NOUN,technical term,equality,50449,r002
*,*,NOUN,technical term,multiplication,50449,r001
number,Number,NOUN,technical term,quantity,50449,r008
woman,women,NOUN,Individual Name,Female human being,50449,r015
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
=,=,NOUN,technical term,equality,50449,r002
*,*,NOUN,technical term,multiplication,50449,r001
number,Number,NOUN,technical term,quantity,50449,r008
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
woman,women,NOUN,Individual Name,Female human being,50449,r015
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
=,=,NOUN,technical term,equality,50449,r002
*,*,NOUN,technical term,multiplication,50449,r001
number,Number,NOUN,technical term,quantity,50449,r008
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014
woman,women,NOUN,Individual Name,Female human being,50449,r015
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
=,=,NOUN,technical term,equality,50449,r002
number,Number,NOUN,technical term,quantity,50449,r008
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
person,persons,NOUN,organization name,human being,50449,r009
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
=,=,NOUN,technical term,equality,50449,r002
female,females,NOUN,individual name,woman,50449,r005
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
remain,remaining,VERB,Action,Continue to exist,50449,r011
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
person,persons,NOUN,organization name,human being,50449,r009
man,men,NOUN,individual name,adult male,50449,r007
number,Number,NOUN,technical term,quantity,50449,r008
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014
man,men,NOUN,individual name,adult male,50449,r007
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
=,=,NOUN,technical term,equality,50449,r002
number,Number,NOUN,technical term,quantity,50449,r008
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
man,men,NOUN,individual name,adult male,50449,r007
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014
man,men,NOUN,individual name,adult male,50449,r007
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010
original,Original,ADJ,,,88412,r008
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014
range,range,NOUN,technical term,Measurement of distance visual,88412,r011
=,=,VERB,,,88412,r001
new,New,ADJ,,,88412,r007
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014
range,range,NOUN,technical term,Measurement of distance visual,88412,r011
=,=,PROPN,,,88412,r001
km,km,NOUN,Technical Term,Kilometer used as unit of distance,88412,r005
Percent,Percent,PROPN,,,88412,r002
increase,increase,NOUN,,,88412,r004
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014
range,range,NOUN,technical term,Measurement of distance visual,88412,r011
use,using,VERB, ,Employ for specific purpose,88412,r013
telescope,telescope,NOUN,technical term,Instrument used to see faraway objects,88412,r012
=,=,NOUN,,,88412,r001
come,comes,VERB,,,76766,r003
average,averages,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002
know,know,VERB,,,76766,r009
thataverage,thataverage,NOUN,higher-level concept,An expression representing an average value,76766,r024
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026
=,=,NOUN,Technical Term,"Assigment, Comparison",76766,r001
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023
n,n,PROPN,Technical Term,A variable representing a count or number of items,76766,r016
values)/n,values)/n,PROPN,GPE,(Not applicable),76766,r028
rewrite,rewrite,VERB,technical term,To modify or express something in a different way,76766,r021
useful,useful,ADJ,higher-level concept,Beneficial or helpful,76766,r025
formula,formula,NOUN,Technical Term,Mathematical Representation,76766,r005
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023
n,n,NOUN,Technical Term,A variable representing a count or number of items,76766,r016
value,values,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026
=,=,VERB,Technical Term,"Assigment, Comparison",76766,r001
average,average,ADJ,Technical Term,"Central Tendency, Value Calculation",76766,r002
value)(n,value)(n,NOUN,higher-level concept,A specific value represented as a product of average and quantity,76766,r027
average,average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
so,So,ADV,higher-level concept,"Therefore, consequently",76766,r022
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001
=,=,VERB,Technical Term,"Assigment, Comparison",76766,r001
average,average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
so,So,ADV,higher-level concept,"Therefore, consequently",76766,r022
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001
=,=,VERB,Technical Term,"Assigment, Comparison",76766,r001
so,So,ADV,higher-level concept,"Therefore, consequently",76766,r022
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023
remain,REMAINING,VERB,Technical Term,To stay or continue in a particular state or location,76766,r020
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023
remain,REMAINING,VERB,Technical Term,To stay or continue in a particular state or location,76766,r020
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
want,want,VERB,higher-level concept,To desire or wish for something,76766,r029
minimize,minimize,VERB,Technical Term,To reduce or make as small as possible,76766,r015
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026
maximize,MAXIMIZE,VERB,Technical Term,To increase or enlarge to the greatest extent possible,76766,r012
other,other,ADJ,Technical Term,Different from the one(s) mentioned previously,76766,r018
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026
maximum,maximum,ADJ,Technical Term,"The largest or highest value, amount, or degree",76766,r013
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026
so,so,ADV,higher-level concept,"Therefore, consequently",76766,r022
let,let,VERB,Technical Term,To assign a value to a variable,76766,r011
integ,integer,ADJ,Technical Term,Whole Number,76766,r007
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001
mean,means,VERB,Technical Term,To find the average (arithmetic mean) of a set of numbers,76766,r014
other,other,ADJ,Technical Term,Different from the one(s) mentioned previously,76766,r018
equal,equal,VERB,Technical Term,Quantitative Equivalence,76766,r004
area,Area,NOUN,technical term,Two-dimensional extent,95459,r002
circle,circle,NOUN,technical term,Round geometric shape,95459,r003
=,=,PROPN,Technical Term,"Equality,",95459,r001
×11,×11,PROPN,technical term,Multiplication by eleven,95459,r008
×11,×11,PROPN,technical term,Multiplication by eleven,95459,r008
cm²,cm²,NOUN,technical term,"Square centimeters, unit of area",95459,r005
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
contain,contained,VERB,Organization Name,Hold or encompass,68778,r009
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
concentration,concentration,NOUN,Technical Term,Proportion or degree of something present,68778,r008
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
decrease,decreased,VERB,Technical Term,"Reduce in size, amount, or intensity",68778,r010
new,new,ADJ,,Not previously existing,68778,r015
weight,weight,NOUN,technical term,The heaviness of an object,68778,r021
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
kilogram,kilograms,NOUN,Technical Term,Unit of mass,68778,r013
a,A,NOUN,Technical Term,Choice or option,68778,r003
b,B,NOUN,Individual Name,Option for an answer,68778,r005
C,C,PROPN,Individual Name,Option for an answer,68778,r001
D,D,PROPN,Individual Name,Option for an answer,68778,r002
e,E,NOUN,Organization Name,"Example, illustration",68778,r011
answer,answer,NOUN,Technical Term,Solution to a question or problem,68778,r004
then,then,ADV,,Indicates subsequent event,68778,r019
question,question,NOUN,,Inquiry seeking information,68778,r018
mean,means,VERB,Technical Term,Calculate average value,68778,r014
concentration,concentration,NOUN,Technical Term,Proportion or degree of something present,68778,r008
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
become,became,VERB,Organization Name,Transform or change state,68778,r006
kilogram,kilograms,NOUN,Technical Term,Unit of mass,68778,r013
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
non-water,non-water,ADJ,Technical Term,Substance other than water,68778,r016
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
evaporate,evaporated,VERB,Technical Term,Change of state from liquid to gas,68778,r012
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
become,became,VERB,Organization Name,Transform or change state,68778,r006
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
non-water,non-water,ADJ,Technical Term,Substance other than water,68778,r016
non-water,non-water,ADJ,Technical Term,Substance other than water,68778,r016
compose,composed,VERB,Technical Term,Create or form through parts,68778,r007
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
mean,means,VERB,Technical Term,Calculate average value,68778,r014
new,new,ADJ,,Not previously existing,68778,r015
weight,weight,NOUN,technical term,The heaviness of an object,68778,r021
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
x*0.04=0.24,x*0.04=0.24,NOUN,technical term,A mathematical equation representing the calculation of the new weight based on the original non-water content and the percentage change,68778,r022
x=6,x=6,NOUN,technical term,"Indicates the numerical value that solves the equation, representing the new weight of the oranges in kilograms",68778,r023
kilogram,kilograms,NOUN,Technical Term,Unit of mass,68778,r013
explanation,Explanation,NOUN,Information,A description clarifying a process or result.,78541,r010
Dexter,Dexter,PROPN,PERSON,A participant in a competition.,78541,r002
complete,completes,VERB,Action,Finish or bring to an end successfully,78541,r007
round,round,ADV,,Complete cycle or iteration in a competition,78541,r030
handshake,handshake,VERB,Action,An act of greeting by shaking hands,78541,r014
once,once,ADV,,Single instance in time,78541,r023
now,Now,ADV,,Current time or state,78541,r022
round,round,NOUN,,Complete cycle or iteration in a competition,78541,r030
Dexter,Dexter,PROPN,PERSON,A participant in a competition.,78541,r002
complete,completes,VERB,Action,Finish or bring to an end successfully,78541,r007
hand,hand,NOUN,Object,A part of the body used for grasping,78541,r013
shake,shake,NOUN,Technical Term,Action of greeting people by shaking hands,78541,r033
ratio,ratio,NOUN,Technical Term,Comparative relationship,78541,r029
speed,speed,NOUN,Technical Term,Rate or velocity at which something moves,78541,r034
D,D,PROPN,Individual Name,Character in a competition or race,78541,r001
p,P,NOUN,ORG,Prexter (assumed),78541,r026
meet,meet,VERB,Action,To come together or encounter someone,78541,r020
pool,pool,NOUN,,Swimming area,78541,r027
end,end,NOUN,Location,The finishing point of the race or competition.,78541,r009
only,only,ADV,,Exclusive or single occurrence,78541,r024
D,D,PROPN,Individual Name,Character in a competition or race,78541,r001
complete,completes,VERB,Action,Finish or bring to an end successfully,78541,r007
round,rounds,NOUN,,Complete cycle or iteration in a competition,78541,r030
round,round,NOUN,,Complete cycle or iteration in a competition,78541,r030
D,D,PROPN,Individual Name,Character in a competition or race,78541,r001
finish,finish,VERB,Action,To complete a task or race,78541,r011
race,race,NOUN,,Competition,78541,r028
total,total,ADJ, ,Complete or whole amount,78541,r038
handshake,handshake,NOUN,Action,An act of greeting by shaking hands,78541,r014
odd,Odd,ADJ,,Number not divisible by 2,42761,r018
y,y,PROPN,,,42761,r020
even,Even,ADV,,Number not divisible by 2,42761,r013
z,z,NOUN,technical term,Numerical even value,42761,r021
even,Even,ADV,,Number not divisible by 2,42761,r013
Checking Options,Checking Options,PROPN,WORK_OF_ART,Process of Evaluation,42761,r005
a.,A.,NOUN,,,42761,r011
y,y,PROPN,,,42761,r020
z,z,PROPN,technical term,Numerical even value,42761,r021
even,Even,ADV,,Number not divisible by 2,42761,r013
even,Even,ADV,,Number not divisible by 2,42761,r013
Integer,Integer,PROPN,ORG,Whole Number,42761,r007
e.g.,e.g.,ADV,,,42761,r012
hence,Hence,ADV,,"Therefore, Consequently",42761,r015
Incorrect,Incorrect,PROPN,Technical Term,Failure,42761,r006
Option,Option,PROPN,Work of Art,Choice,42761,r010
B.,B.,PROPN,Organization Name,Option A is correct,42761,r003
x,x,PROPN,,,42761,r019
y,y,PROPN,,,42761,r020
Odd,Odd,PROPN,Technical Term,Uneven Number,42761,r009
even,Even,ADV,,Number not divisible by 2,42761,r013
never,NEVER,ADV,,At no time; not ever,42761,r017
Integer Hence Correct Option,Integer Hence Correct Option,PROPN,ORG,Correct Option,42761,r008
approx,approx,PROPN,Technical Term,Approximation,45337,r004
x,x,PROPN,technical term,Unknown variable,8200,r012
x-2):(4x-2,x-2):(4x-2,PROPN,NORP,Mathematical expression,8200,r014
=,=,VERB,,Comparison,8200,r001
=,=,NOUN,,Comparison,8200,r001
x+4x,x+4x,PROPN,technical term,Sum of unknown variable and its multiple,8200,r013
x$,x$,NUM,PERSON,Placeholder variable for a person's value,15831,r009
number,number,NOUN,TECHNICAL TERM,Quantitative value,15831,r007
=,=,NOUN,TECHNICAL TERM,Equals sign for mathematical operations,15831,r002
let,let,VERB,,,13263,r015
Lucy,Lucy,PROPN,PERSON,Name of a person,13263,r005
age,age,NOUN,Technical Term,Quantitative measure of time elapsed since birth,13263,r009
L,L,PROPN,Individual Name,Represents Lucy's age,13263,r002
sam,sam,PROPN,PERSON,A person's name,13263,r019
age,age,NOUN,Technical Term,Quantitative measure of time elapsed since birth,13263,r009
S,S,PROPN,Individual Name,Represents Sam's age,13263,r006
give,given,VERB,,,13263,r014
L-S,L-S,PROPN,Individual Name,Represents the difference between Lucy's and Sam's ages,13263,r004
b--,b--,NOUN,Technical Term,Represents the positive difference between Sam and Lucy's ages,13263,r010
L+S,L+S,ADJ,Technical Term,Represents the sum of Lucy's and Sam's ages,13263,r003
x,x,NOUN,Technical Term,Represents the sum of Lucy and Sam's ages,13263,r022
--2,--2,ADJ,Technical Term,Represents a mathematical equation or expression,13263,r001
add,adding,VERB,Technical Term,Mathematical operation for combining values,13263,r008
equation,equations,NOUN,technical term,A mathematical statement that asserts the equality of two expressions,13263,r012
only,only,ADV,,Exclusively or solely,92826,r015
need,need,VERB,,Require or have a necessity for,92826,r014
length,length,NOUN,Technical Term,Measurement of an object's dimension,92826,r011
slow,slower,ADJ,,Relating to speed; not fast,92826,r025
train,train,NOUN,Technical Term,Transportation,92826,r031
L=500m,L=500m,PROPN,PERSON,Specific Measurement,92826,r005
relative,relative,ADJ,Technical Term,Depend on a reference point or frame of reference,92826,r019
speed,sped,VERB,Technical Term,The rate of movement or change,92826,r027
opposite,opposite,ADJ,,Facing in different directions or having contrasting properties,92826,r016
direction,direction,NOUN,Technical Term,Movement Trajectory,92826,r006
s=45,s=45,PROPN,,"Represents the speed of a train in units of km/h'},                     {",92826,r023
+,+,NOUN,Technical Term,Mathematical Operation,92826,r001
m,m,PROPN,Technical Term,Unit of measurement for distance,92826,r013
s,s,PROPN,Individual Name,A variable representing the speed of a train in this context,92826,r022
time,time,NOUN,,"Duration, period",92826,r029
=,=,NOUN,Technical Term,Mathematical Equality,92826,r003
dist,dist,NOUN,Technical Term,Distance,92826,r007
speed,speed,NOUN,Technical Term,The rate of movement or change,92826,r027
6)/125=24,6)/125=24,NOUN,Technical Term,Equation Result,92826,r002
sec,sec,PROPN,ORG,Time duration,92826,r024
=,=,NOUN,,"Equality, Comparison",1901,r002
explanation,Explanation,NOUN,Concept,Clarification or reason,26895,r015
solution,Solution,NOUN,technical term,Answer or resolution to a problem,26895,r029
remain,Remaining,VERB,technical term,To persist or continue to exist,26895,r027
work,work,NOUN,technical term,Tasks or activities performed to achieve a goal,26895,r032
=,=,NOUN,,"comparison, equality",26895,r004
=,=,VERB,,"comparison, equality",26895,r004
remain,remaining,VERB,technical term,To persist or continue to exist,26895,r027
period,period,NOUN,technical term,Duration of time,26895,r025
=(,=(,PROPN,,"comparison, assignment",26895,r005
let,Let,VERB,Action/Permission,Allow,26895,r020
total,total,ADJ,,The amount or entire quantity,26895,r031
man,men,NOUN,individual name,Human being,26895,r021
work,working,VERB,technical term,Tasks or activities performed to achieve a goal,26895,r032
x.,x.,PROPN,individual name,A placeholder for a specific person's name,26895,r034
Less,Less,ADJ,,"amount, degree",26895,r008
work,work,NOUN,technical term,Tasks or activities performed to achieve a goal,26895,r032
less,less,ADJ,Quantitative Description,Smaller amount,26895,r019
man,men,NOUN,individual name,Human being,26895,r021
direct,Direct,ADJ,Technical Term,"Linear, immediate",26895,r013
proportion,proportion,NOUN,technical term,Relationship between quantities,26895,r026
more,more,ADJ,technical term,Increased amount or degree,26895,r023
man,men,NOUN,individual name,Human being,26895,r021
indirect,Indirect,ADJ,Technical Term,"Not direct, circuitous",26895,r018
proportion,proportion,NOUN,technical term,Relationship between quantities,26895,r026
more,More,ADV,technical term,Increased amount or degree,26895,r023
hrs,hrs,ADJ,Time Unit,Hours,26895,r017
day,day,NOUN,Time unit,Period of 24 hours,26895,r012
less,less,ADJ,Quantitative Description,Smaller amount,26895,r019
man,men,NOUN,individual name,Human being,26895,r021
indirect,Indirect,ADJ,Technical Term,"Not direct, circuitous",26895,r018
proportion,proportion,NOUN,technical term,Relationship between quantities,26895,r026
work,work,VERB,technical term,Tasks or activities performed to achieve a goal,26895,r032
Hrs,Hrs,PROPN,TIME,hours,26895,r007
Day,Day,PROPN,TIME,unit of time,26895,r006
x,x,NOUN,,An unknown quantity or variable,26895,r033
=,=,NOUN,,"comparison, equality",26895,r004
=,=,NOUN,,"comparison, equality",26895,r004
additional,Additional,ADJ,,"extra, surplus",26895,r009
man,men,NOUN,individual name,Human being,26895,r021
employ,employed,VERB,Job/Working relation,Use for a purpose,26895,r014
=,=,NOUN,,"comparison, equality",26895,r004
Jill,Jill,PROPN,PERSON,Individual,56787,r005
earn,earns,VERB,technical term,Compensation received for work,56787,r011
hour,hour,NOUN,TIME,Unit of time,56787,r012
hourly,hourly,ADJ,TIME,Related to an hour or occurring every hour,56787,r013
tip,tip,NOUN,technical term,Gratuity,56787,r022
Jill,Jill,PROPN,PERSON,Individual,56787,r005
thus,thus,ADV,technical term,Consequence,56787,r021
earn,earns,VERB,technical term,Compensation received for work,56787,r011
4(8)+6(8)=10(8)=80,4(8)+6(8)=10(8)=80,NOUN,Technical Term,Calculation,56787,r002
Jill,Jill,PROPN,PERSON,Individual,56787,r005
work,worked,VERB,technical term,Labor,56787,r025
explanation,Explanation,NOUN,,A statement that clarifies or interprets something.,29285,r003
boy,boy,NOUN,individual name,A young male human.,29285,r001
select,select,VERB,technical term,To choose something.,29285,r007
trouser,trouser,NOUN,,A type of lower-body garment.,29285,r009
way,ways,NOUN,,A method or manner of doing something.,29285,r010
boy,boy,NOUN,individual name,A young male human.,29285,r001
select,select,VERB,technical term,To choose something.,29285,r007
shirt,shirt,NOUN,,An article of clothing covering the torso and arms.,29285,r008
way,ways,NOUN,,A method or manner of doing something.,29285,r010
number,number,NOUN,,A numerical value.,29285,r006
way,ways,NOUN,,A method or manner of doing something.,29285,r010
select,select,VERB,technical term,To choose something.,29285,r007
trouser,trouser,NOUN,,A type of lower-body garment.,29285,r009
shirt,shirt,NOUN,,An article of clothing covering the torso and arms.,29285,r008
way,ways,NOUN,,A method or manner of doing something.,29285,r010
G.P,G.P,PROPN,Technical Term,Geometric Progression,46134,r002
r,r,NOUN,Technical Term,Variable representing the common ratio in a geometric progression,46134,r009
=,=,NOUN,Technical Term,Represents equality,46134,r001
let,Let,VERB,,Introduce a variable or assumption,46134,r004
number,number,NOUN,Technical Term,Quantitative concept,46134,r008
term,terms,NOUN,Technical Term,Element within a sequence or series,46134,r010
n.,n.,PROPN,Individual Name,A possible name for an individual,46134,r006
then,Then,ADV,,,46134,r011
^n-1,^n-1,NOUN,Technical Term,Mathematical operation representing an exponent,46134,r003
thus,Thus,ADV,,,46134,r013
n=,n=,NOUN,Technical Term,Represents equality of a variable to another value,46134,r007
linear,linear,ADJ,ORG,relating to a straight line,57548,r013
eqn,eqn,NOUN,technical term,mathematical equation,57548,r011
variable,variable,NOUN,technical term,unknown quantity represented by a letter,57548,r020
Ist,Ist,PROPN,LOC,Short form of 'First',57548,r006
eqn,eqn,NOUN,technical term,mathematical equation,57548,r011
+,+,ADJ,Technical Term,"Mathematical operation, addition",57548,r001
y,y,PROPN,individual name,An algebraic variable,57548,r022
=,=,NOUN,Technical Term,"Mathematical operation, equality",57548,r005
solving,solving,NOUN,technical term,process of finding a solution,57548,r018
right,right,ADJ,technical term,correct or accurate,57548,r017
answer,answer,NOUN,Technical Term,Solution to a problem,57548,r008
y,y,PROPN,individual name,An algebraic variable,57548,r022
=,=,NOUN,Technical Term,"Mathematical operation, equality",57548,r005
wrong,wrong,ADJ,technical term,Incorrect answer,57548,r021
answer,answer,NOUN,Technical Term,Solution to a problem,57548,r008
say,Say,VERB,general actions,express,63741,r013
be,are,VERB,NONE,A linking verb,63741,r004
total,total,ADJ,technical term,sum amount,63741,r015
member,members,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,r008
congress,congress,PROPN,ORG,United States legislative body,63741,r005
thus,Thus,ADV,Connectors,Consequently,63741,r014
Democrats,Democrats,PROPN,NORP,Political party,63741,r002
Republicans,Republicans,PROPN,NORP,Political party,63741,r003
Democrats,Democrats,PROPN,NORP,Political party,63741,r002
